well_id,r,c,sp,q
15,80,36,4,0.0
16,71,61,4,380.583716
17,70,47,4,0.0
18,53,59,4,0.0
19,52,43,4,0.0
0,56,31,5,0.0
1,42,42,5,0.0
2,35,56,5,410.59615
3,44,43,5,682.169843
4,82,31,5,2644.4053
5,63,43,5,484.419626
6,56,61,5,2499.51656
7,79,33,5,0.0
8,31,48,5,0.0
9,85,34,5,0.0
10,32,49,5,0.0
11,30,37,5,2482.00119
12,50,37,5,1016.56481
13,42,40,5,0.0
14,54,53,5,0.0
15,80,36,5,2590.99552
16,71,61,5,0.0
17,70,47,5,0.0
18,53,59,5,1124.26749
19,52,43,5,0.0
0,56,31,6,1622.30271
1,42,42,6,0.0
2,35,56,6,410.59615
3,44,43,6,682.169843
4,82,31,6,2644.4053
5,63,43,6,484.419626
6,56,61,6,2499.51656
7,79,33,6,0.0
8,31,48,6,0.0
9,85,34,6,1932.14193
10,32,49,6,1779.76301
11,30,37,6,2482.00119
12,50,37,6,0.0
13,42,40,6,0.0
14,54,53,6,0.0
15,80,36,6,2590.99552
16,71,61,6,380.583716
17,70,47,6,2118.89455
18,53,59,6,1124.26749
19,52,43,6,2594.50144
0,56,31,7,1622.30271
1,42,42,7,1132.33073
2,35,56,7,0.0
3,44,43,7,682.169843
4,82,31,7,2644.4053
5,63,43,7,0.0
6,56,61,7,2499.51656
7,79,33,7,1506.25352
8,31,48,7,0.0
9,85,34,7,0.0
10,32,49,7,0.0
11,30,37,7,2482.00119
12,50,37,7,1016.56481
13,42,40,7,2640.11827
14,54,53,7,2334.73115
15,80,36,7,2590.99552
16,71,61,7,380.583716
17,70,47,7,2118.89455
18,53,59,7,1124.26749
19,52,43,7,0.0
0,56,31,8,0.0
1,42,42,8,1132.33073
2,35,56,8,410.59615
3,44,43,8,682.169843
4,82,31,8,0.0
5,63,43,8,484.419626
6,56,61,8,0.0
7,79,33,8,0.0
8,31,48,8,1394.42006
9,85,34,8,0.0
10,32,49,8,0.0
11,30,37,8,0.0
12,50,37,8,1016.56481
13,42,40,8,0.0
14,54,53,8,0.0
15,80,36,8,0.0
16,71,61,8,0.0
17,70,47,8,2118.89455
18,53,59,8,0.0
19,52,43,8,0.0
0,56,31,9,0.0
1,42,42,9,0.0
2,35,56,9,0.0
3,44,43,9,682.169843
4,82,31,9,2644.4053
5,63,43,9,484.419626
6,56,61,9,2499.51656
7,79,33,9,1506.25352
8,31,48,9,1394.42006
9,85,34,9,1932.14193
10,32,49,9,0.0
11,30,37,9,0.0
12,50,37,9,1016.56481
13,42,40,9,0.0
14,54,53,9,2334.73115
15,80,36,9,2590.99552
16,71,61,9,380.583716
17,70,47,9,0.0
18,53,59,9,0.0
19,52,43,9,2594.50144
0,56,31,10,0.0
1,42,42,10,1132.33073
2,35,56,10,410.59615
3,44,43,10,0.0
4,82,31,10,2644.4053
5,63,43,10,484.419626
6,56,61,10,2499.51656
7,79,33,10,1506.25352
8,31,48,10,0.0
9,85,34,10,1932.14193
10,32,49,10,1779.76301
11,30,37,10,2482.00119
12,50,37,10,0.0
13,42,40,10,0.0
14,54,53,10,2334.73115
15,80,36,10,0.0
16,71,61,10,0.0
17,70,47,10,2118.89455
18,53,59,10,1124.26749
19,52,43,10,0.0
0,56,31,11,1622.30271
1,42,42,11,0.0
2,35,56,11,0.0
3,44,43,11,682.169843
4,82,31,11,2644.4053
5,63,43,11,0.0
6,56,61,11,0.0
7,79,33,11,1506.25352
8,31,48,11,1394.42006
9,85,34,11,1932.14193
10,32,49,11,1779.76301
11,30,37,11,2482.00119
12,50,37,11,0.0
13,42,40,11,2640.11827
14,54,53,11,2334.73115
15,80,36,11,0.0
16,71,61,11,0.0
17,70,47,11,2118.89455
18,53,59,11,0.0
19,52,43,11,0.0
0,56,31,12,0.0
1,42,42,12,0.0
2,35,56,12,410.59615
3,44,43,12,0.0
4,82,31,12,0.0
5,63,43,12,0.0
6,56,61,12,2499.51656
7,79,33,12,0.0
8,31,48,12,0.0
9,85,34,12,1932.14193
10,32,49,12,1779.76301
11,30,37,12,0.0
12,50,37,12,0.0
13,42,40,12,2640.11827
14,54,53,12,2334.73115
15,80,36,12,0.0
16,71,61,12,0.0
17,70,47,12,0.0
18,53,59,12,1124.26749
19,52,43,12,0.0
0,56,31,13,0.0
1,42,42,13,0.0
2,35,56,13,0.0
3,44,43,13,0.0
4,82,31,13,0.0
5,63,43,13,0.0
6,56,61,13,2499.51656
7,79,33,13,1506.25352
8,31,48,13,0.0
9,85,34,13,1932.14193
10,32,49,13,1779.76301
11,30,37,13,2482.00119
12,50,37,13,1016.56481
13,42,40,13,0.0
14,54,53,13,0.0
15,80,36,13,2590.99552
16,71,61,13,0.0
17,70,47,13,0.0
18,53,59,13,0.0
19,52,43,13,2594.50144
0,56,31,14,0.0
1,42,42,14,1132.33073
2,35,56,14,0.0
3,44,43,14,682.169843
4,82,31,14,0.0
5,63,43,14,484.419626
6,56,61,14,2499.51656
7,79,33,14,0.0
8,31,48,14,0.0
9,85,34,14,1932.14193
10,32,49,14,0.0
11,30,37,14,2482.00119
12,50,37,14,0.0
13,42,40,14,2640.11827
14,54,53,14,0.0
15,80,36,14,0.0
16,71,61,14,0.0
17,70,47,14,0.0
18,53,59,14,1124.26749
19,52,43,14,2594.50144
0,56,31,15,0.0
1,42,42,15,0.0
2,35,56,15,410.59615
3,44,43,15,0.0
4,82,31,15,2644.4053
5,63,43,15,484.419626
6,56,61,15,2499.51656
7,79,33,15,0.0
8,31,48,15,0.0
9,85,34,15,0.0
10,32,49,15,1779.76301
11,30,37,15,2482.00119
12,50,37,15,0.0
13,42,40,15,0.0
14,54,53,15,2334.73115
15,80,36,15,2590.99552
16,71,61,15,0.0
17,70,47,15,0.0
18,53,59,15,0.0
19,52,43,15,0.0
0,56,31,16,1622.30271
1,42,42,16,0.0
2,35,56,16,410.59615
3,44,43,16,682.169843
4,82,31,16,0.0
5,63,43,16,0.0
6,56,61,16,0.0
7,79,33,16,0.0
8,31,48,16,0.0
9,85,34,16,1932.14193
10,32,49,16,1779.76301
11,30,37,16,2482.00119
12,50,37,16,0.0
13,42,40,16,0.0
14,54,53,16,0.0
15,80,36,16,0.0
16,71,61,16,0.0
17,70,47,16,0.0
18,53,59,16,0.0
19,52,43,16,0.0
0,56,31,17,0.0
1,42,42,17,0.0
2,35,56,17,410.59615
3,44,43,17,682.169843
4,82,31,17,2644.4053
5,63,43,17,0.0
6,56,61,17,2499.51656
7,79,33,17,0.0
8,31,48,17,1394.42006
9,85,34,17,1932.14193
10,32,49,17,1779.76301
11,30,37,17,0.0
12,50,37,17,1016.56481
13,42,40,17,0.0
14,54,53,17,2334.73115
15,80,36,17,0.0
16,71,61,17,380.583716
17,70,47,17,0.0
18,53,59,17,0.0
19,52,43,17,0.0
0,56,31,18,0.0
1,42,42,18,1132.33073
2,35,56,18,410.59615
3,44,43,18,682.169843
4,82,31,18,2644.4053
5,63,43,18,484.419626
6,56,61,18,2499.51656
7,79,33,18,1506.25352
8,31,48,18,0.0
9,85,34,18,1932.14193
10,32,49,18,1779.76301
11,30,37,18,0.0
12,50,37,18,1016.56481
13,42,40,18,2640.11827
14,54,53,18,0.0
15,80,36,18,2590.99552
16,71,61,18,0.0
17,70,47,18,0.0
18,53,59,18,1124.26749
19,52,43,18,2594.50144
0,56,31,19,0.0
1,42,42,19,0.0
2,35,56,19,410.59615
3,44,43,19,682.169843
4,82,31,19,0.0
5,63,43,19,0.0
6,56,61,19,2499.51656
7,79,33,19,0.0
8,31,48,19,1394.42006
9,85,34,19,0.0
10,32,49,19,0.0
11,30,37,19,2482.00119
12,50,37,19,1016.56481
13,42,40,19,2640.11827
14,54,53,19,0.0
15,80,36,19,0.0
16,71,61,19,380.583716
17,70,47,19,0.0
18,53,59,19,0.0
19,52,43,19,0.0
0,56,31,20,1622.30271
1,42,42,20,0.0
2,35,56,20,0.0
3,44,43,20,0.0
4,82,31,20,2644.4053
5,63,43,20,484.419626
6,56,61,20,2499.51656
7,79,33,20,1506.25352
8,31,48,20,0.0
9,85,34,20,1932.14193
10,32,49,20,1779.76301
11,30,37,20,0.0
12,50,37,20,1016.56481
13,42,40,20,2640.11827
14,54,53,20,0.0
15,80,36,20,2590.99552
16,71,61,20,380.583716
17,70,47,20,0.0
18,53,59,20,0.0
19,52,43,20,2594.50144
0,56,31,21,1622.30271
1,42,42,21,1132.33073
2,35,56,21,0.0
3,44,43,21,0.0
4,82,31,21,2644.4053
5,63,43,21,484.419626
6,56,61,21,2499.51656
7,79,33,21,0.0
8,31,48,21,1394.42006
9,85,34,21,0.0
10,32,49,21,0.0
11,30,37,21,0.0
12,50,37,21,1016.56481
13,42,40,21,0.0
14,54,53,21,2334.73115
15,80,36,21,2590.99552
16,71,61,21,0.0
17,70,47,21,2118.89455
18,53,59,21,1124.26749
19,52,43,21,0.0
0,56,31,22,1622.30271
1,42,42,22,0.0
2,35,56,22,410.59615
3,44,43,22,682.169843
4,82,31,22,2644.4053
5,63,43,22,0.0
6,56,61,22,2499.51656
7,79,33,22,0.0
8,31,48,22,1394.42006
9,85,34,22,1932.14193
10,32,49,22,1779.76301
11,30,37,22,0.0
12,50,37,22,0.0
13,42,40,22,0.0
14,54,53,22,0.0
15,80,36,22,2590.99552
16,71,61,22,380.583716
17,70,47,22,2118.89455
18,53,59,22,0.0
19,52,43,22,2594.50144
0,56,31,23,0.0
1,42,42,23,0.0
2,35,56,23,410.59615
3,44,43,23,682.169843
4,82,31,23,0.0
5,63,43,23,484.419626
6,56,61,23,2499.51656
7,79,33,23,0.0
8,31,48,23,0.0
9,85,34,23,0.0
10,32,49,23,0.0
11,30,37,23,2482.00119
12,50,37,23,1016.56481
13,42,40,23,0.0
14,54,53,23,2334.73115
15,80,36,23,0.0
16,71,61,23,0.0
17,70,47,23,2118.89455
18,53,59,23,1124.26749
19,52,43,23,2594.50144
0,56,31,24,0.0
1,42,42,24,1132.33073
2,35,56,24,410.59615
3,44,43,24,0.0
4,82,31,24,0.0
5,63,43,24,0.0
6,56,61,24,0.0
7,79,33,24,0.0
8,31,48,24,0.0
9,85,34,24,0.0
10,32,49,24,1779.76301
11,30,37,24,0.0
12,50,37,24,1016.56481
13,42,40,24,2640.11827
14,54,53,24,2334.73115
15,80,36,24,0.0
16,71,61,24,380.583716
17,70,47,24,0.0
18,53,59,24,1124.26749
19,52,43,24,0.0
0,56,31,25,1622.30271
1,42,42,25,0.0
2,35,56,25,0.0
3,44,43,25,0.0
4,82,31,25,2644.4053
5,63,43,25,484.419626
6,56,61,25,0.0
7,79,33,25,1506.25352
8,31,48,25,1394.42006
9,85,34,25,0.0
10,32,49,25,1779.76301
11,30,37,25,2482.00119
12,50,37,25,0.0
13,42,40,25,0.0
14,54,53,25,2334.73115
15,80,36,25,0.0
16,71,61,25,0.0
17,70,47,25,0.0
18,53,59,25,1124.26749
19,52,43,25,2594.50144
0,56,31,26,1622.30271
1,42,42,26,1132.33073
2,35,56,26,410.59615
3,44,43,26,0.0
4,82,31,26,2644.4053
5,63,43,26,0.0
6,56,61,26,0.0
7,79,33,26,0.0
8,31,48,26,0.0
9,85,34,26,1932.14193
10,32,49,26,1779.76301
11,30,37,26,2482.00119
12,50,37,26,1016.56481
13,42,40,26,0.0
14,54,53,26,2334.73115
15,80,36,26,2590.99552
16,71,61,26,0.0
17,70,47,26,0.0
18,53,59,26,0.0
19,52,43,26,2594.50144
0,56,31,27,0.0
1,42,42,27,1132.33073
2,35,56,27,410.59615
3,44,43,27,682.169843
4,82,31,27,0.0
5,63,43,27,0.0
6,56,61,27,0.0
7,79,33,27,0.0
8,31,48,27,1394.42006
9,85,34,27,1932.14193
10,32,49,27,0.0
11,30,37,27,2482.00119
12,50,37,27,0.0
13,42,40,27,2640.11827
14,54,53,27,2334.73115
15,80,36,27,0.0
16,71,61,27,0.0
17,70,47,27,0.0
18,53,59,27,1124.26749
19,52,43,27,0.0
0,56,31,28,1622.30271
1,42,42,28,0.0
2,35,56,28,0.0
3,44,43,28,0.0
4,82,31,28,0.0
5,63,43,28,0.0
6,56,61,28,2499.51656
7,79,33,28,1506.25352
8,31,48,28,1394.42006
9,85,34,28,0.0
10,32,49,28,1779.76301
11,30,37,28,0.0
12,50,37,28,0.0
13,42,40,28,2640.11827
14,54,53,28,2334.73115
15,80,36,28,0.0
16,71,61,28,0.0
17,70,47,28,0.0
18,53,59,28,1124.26749
19,52,43,28,0.0
0,56,31,29,0.0
1,42,42,29,0.0
2,35,56,29,410.59615
3,44,43,29,682.169843
4,82,31,29,2644.4053
5,63,43,29,0.0
6,56,61,29,2499.51656
7,79,33,29,1506.25352
8,31,48,29,0.0
9,85,34,29,0.0
10,32,49,29,1779.76301
11,30,37,29,0.0
12,50,37,29,1016.56481
13,42,40,29,2640.11827
14,54,53,29,2334.73115
15,80,36,29,0.0
16,71,61,29,380.583716
17,70,47,29,0.0
18,53,59,29,0.0
19,52,43,29,0.0
0,56,31,30,0.0
1,42,42,30,0.0
2,35,56,30,410.59615
3,44,43,30,0.0
4,82,31,30,2644.4053
5,63,43,30,484.419626
6,56,61,30,2499.51656
7,79,33,30,0.0
8,31,48,30,0.0
9,85,34,30,0.0
10,32,49,30,0.0
11,30,37,30,2482.00119
12,50,37,30,1016.56481
13,42,40,30,2640.11827
14,54,53,30,0.0
15,80,36,30,2590.99552
16,71,61,30,0.0
17,70,47,30,2118.89455
18,53,59,30,1124.26749
19,52,43,30,0.0
0,56,31,31,0.0
1,42,42,31,0.0
2,35,56,31,0.0
3,44,43,31,682.169843
4,82,31,31,2644.4053
5,63,43,31,0.0
6,56,61,31,2499.51656
7,79,33,31,1506.25352
8,31,48,31,0.0
9,85,34,31,1932.14193
10,32,49,31,0.0
11,30,37,31,2482.00119
12,50,37,31,0.0
13,42,40,31,0.0
14,54,53,31,0.0
15,80,36,31,2590.99552
16,71,61,31,0.0
17,70,47,31,2118.89455
18,53,59,31,1124.26749
19,52,43,31,0.0
0,56,31,32,0.0
1,42,42,32,1132.33073
2,35,56,32,0.0
3,44,43,32,0.0
4,82,31,32,0.0
5,63,43,32,0.0
6,56,61,32,2499.51656
7,79,33,32,1506.25352
8,31,48,32,1394.42006
9,85,34,32,0.0
10,32,49,32,0.0
11,30,37,32,0.0
12,50,37,32,0.0
13,42,40,32,2640.11827
14,54,53,32,0.0
15,80,36,32,0.0
16,71,61,32,380.583716
17,70,47,32,0.0
18,53,59,32,1124.26749
19,52,43,32,0.0
0,56,31,33,0.0
1,42,42,33,0.0
2,35,56,33,410.59615
3,44,43,33,682.169843
4,82,31,33,2644.4053
5,63,43,33,484.419626
6,56,61,33,0.0
7,79,33,33,1506.25352
8,31,48,33,0.0
9,85,34,33,0.0
10,32,49,33,1779.76301
11,30,37,33,0.0
12,50,37,33,0.0
13,42,40,33,2640.11827
14,54,53,33,0.0
15,80,36,33,0.0
16,71,61,33,0.0
17,70,47,33,2118.89455
18,53,59,33,0.0
19,52,43,33,0.0
0,56,31,34,0.0
1,42,42,34,1132.33073
2,35,56,34,0.0
3,44,43,34,682.169843
4,82,31,34,2644.4053
5,63,43,34,0.0
6,56,61,34,2499.51656
7,79,33,34,1506.25352
8,31,48,34,1394.42006
9,85,34,34,1932.14193
10,32,49,34,1779.76301
11,30,37,34,0.0
12,50,37,34,0.0
13,42,40,34,2640.11827
14,54,53,34,0.0
15,80,36,34,2590.99552
16,71,61,34,0.0
17,70,47,34,2118.89455
18,53,59,34,0.0
19,52,43,34,2594.50144
0,56,31,35,0.0
1,42,42,35,0.0
2,35,56,35,410.59615
3,44,43,35,682.169843
4,82,31,35,0.0
5,63,43,35,484.419626
6,56,61,35,2499.51656
7,79,33,35,0.0
8,31,48,35,1394.42006
9,85,34,35,0.0
10,32,49,35,1779.76301
11,30,37,35,0.0
12,50,37,35,1016.56481
13,42,40,35,0.0
14,54,53,35,2334.73115
15,80,36,35,2590.99552
16,71,61,35,0.0
17,70,47,35,0.0
18,53,59,35,0.0
19,52,43,35,2594.50144
0,56,31,36,1622.30271
1,42,42,36,1132.33073
2,35,56,36,0.0
3,44,43,36,682.169843
4,82,31,36,2644.4053
5,63,43,36,484.419626
6,56,61,36,2499.51656
7,79,33,36,1506.25352
8,31,48,36,0.0
9,85,34,36,1932.14193
10,32,49,36,0.0
11,30,37,36,2482.00119
12,50,37,36,0.0
13,42,40,36,2640.11827
14,54,53,36,0.0
15,80,36,36,0.0
16,71,61,36,0.0
17,70,47,36,0.0
18,53,59,36,1124.26749
19,52,43,36,2594.50144
0,56,31,37,0.0
1,42,42,37,0.0
2,35,56,37,410.59615
3,44,43,37,0.0
4,82,31,37,0.0
5,63,43,37,484.419626
6,56,61,37,2499.51656
7,79,33,37,1506.25352
8,31,48,37,1394.42006
9,85,34,37,0.0
10,32,49,37,1779.76301
11,30,37,37,0.0
12,50,37,37,0.0
13,42,40,37,2640.11827
14,54,53,37,0.0
15,80,36,37,0.0
16,71,61,37,380.583716
17,70,47,37,0.0
18,53,59,37,0.0
19,52,43,37,0.0
0,56,31,38,1622.30271
1,42,42,38,1132.33073
2,35,56,38,410.59615
3,44,43,38,0.0
4,82,31,38,2644.4053
5,63,43,38,0.0
6,56,61,38,0.0
7,79,33,38,1506.25352
8,31,48,38,1394.42006
9,85,34,38,1932.14193
10,32,49,38,1779.76301
11,30,37,38,2482.00119
12,50,37,38,1016.56481
13,42,40,38,2640.11827
14,54,53,38,2334.73115
15,80,36,38,2590.99552
16,71,61,38,380.583716
17,70,47,38,2118.89455
18,53,59,38,1124.26749
19,52,43,38,0.0
0,56,31,39,0.0
1,42,42,39,0.0
2,35,56,39,410.59615
3,44,43,39,0.0
4,82,31,39,2644.4053
5,63,43,39,484.419626
6,56,61,39,0.0
7,79,33,39,1506.25352
8,31,48,39,0.0
9,85,34,39,1932.14193
10,32,49,39,0.0
11,30,37,39,2482.00119
12,50,37,39,1016.56481
13,42,40,39,0.0
14,54,53,39,2334.73115
15,80,36,39,2590.99552
16,71,61,39,0.0
17,70,47,39,0.0
18,53,59,39,1124.26749
19,52,43,39,0.0
0,56,31,40,1622.30271
1,42,42,40,0.0
2,35,56,40,0.0
3,44,43,40,682.169843
4,82,31,40,2644.4053
5,63,43,40,0.0
6,56,61,40,2499.51656
7,79,33,40,0.0
8,31,48,40,1394.42006
9,85,34,40,0.0
10,32,49,40,0.0
11,30,37,40,0.0
12,50,37,40,0.0
13,42,40,40,0.0
14,54,53,40,2334.73115
15,80,36,40,2590.99552
16,71,61,40,380.583716
17,70,47,40,0.0
18,53,59,40,1124.26749
19,52,43,40,0.0
0,56,31,41,1622.30271
1,42,42,41,1132.33073
2,35,56,41,410.59615
3,44,43,41,0.0
4,82,31,41,0.0
5,63,43,41,0.0
6,56,61,41,0.0
7,79,33,41,0.0
8,31,48,41,0.0
9,85,34,41,0.0
10,32,49,41,1779.76301
11,30,37,41,0.0
12,50,37,41,0.0
13,42,40,41,2640.11827
14,54,53,41,0.0
15,80,36,41,0.0
16,71,61,41,380.583716
17,70,47,41,0.0
18,53,59,41,0.0
19,52,43,41,0.0
0,56,31,42,0.0
1,42,42,42,0.0
2,35,56,42,410.59615
3,44,43,42,0.0
4,82,31,42,0.0
5,63,43,42,484.419626
6,56,61,42,2499.51656
7,79,33,42,0.0
8,31,48,42,1394.42006
9,85,34,42,0.0
10,32,49,42,1779.76301
11,30,37,42,0.0
12,50,37,42,0.0
13,42,40,42,2640.11827
14,54,53,42,2334.73115
15,80,36,42,0.0
16,71,61,42,0.0
17,70,47,42,2118.89455
18,53,59,42,1124.26749
19,52,43,42,2594.50144
0,56,31,43,1622.30271
1,42,42,43,1132.33073
2,35,56,43,0.0
3,44,43,43,0.0
4,82,31,43,0.0
5,63,43,43,484.419626
6,56,61,43,2499.51656
7,79,33,43,1506.25352
8,31,48,43,0.0
9,85,34,43,0.0
10,32,49,43,0.0
11,30,37,43,0.0
12,50,37,43,0.0
13,42,40,43,2640.11827
14,54,53,43,2334.73115
15,80,36,43,2590.99552
16,71,61,43,0.0
17,70,47,43,2118.89455
18,53,59,43,0.0
19,52,43,43,2594.50144
0,56,31,44,0.0
1,42,42,44,0.0
2,35,56,44,410.59615
3,44,43,44,682.169843
4,82,31,44,2644.4053
5,63,43,44,484.419626
6,56,61,44,0.0
7,79,33,44,1506.25352
8,31,48,44,1394.42006
9,85,34,44,1932.14193
10,32,49,44,1779.76301
11,30,37,44,2482.00119
12,50,37,44,0.0
13,42,40,44,0.0
14,54,53,44,2334.73115
15,80,36,44,0.0
16,71,61,44,0.0
17,70,47,44,2118.89455
18,53,59,44,1124.26749
19,52,43,44,0.0
0,56,31,45,1622.30271
1,42,42,45,0.0
2,35,56,45,0.0
3,44,43,45,0.0
4,82,31,45,0.0
5,63,43,45,0.0
6,56,61,45,2499.51656
7,79,33,45,0.0
8,31,48,45,0.0
9,85,34,45,0.0
10,32,49,45,1779.76301
11,30,37,45,2482.00119
12,50,37,45,0.0
13,42,40,45,0.0
14,54,53,45,2334.73115
15,80,36,45,2590.99552
16,71,61,45,0.0
17,70,47,45,0.0
18,53,59,45,1124.26749
19,52,43,45,2594.50144
0,56,31,46,1622.30271
1,42,42,46,0.0
2,35,56,46,0.0
3,44,43,46,682.169843
4,82,31,46,0.0
5,63,43,46,0.0
6,56,61,46,0.0
7,79,33,46,0.0
8,31,48,46,0.0
9,85,34,46,1932.14193
10,32,49,46,1779.76301
11,30,37,46,2482.00119
12,50,37,46,0.0
13,42,40,46,0.0
14,54,53,46,0.0
15,80,36,46,2590.99552
16,71,61,46,0.0
17,70,47,46,2118.89455
18,53,59,46,0.0
19,52,43,46,0.0
0,56,31,47,1622.30271
1,42,42,47,1132.33073
2,35,56,47,410.59615
3,44,43,47,682.169843
4,82,31,47,2644.4053
5,63,43,47,484.419626
6,56,61,47,2499.51656
7,79,33,47,0.0
8,31,48,47,0.0
9,85,34,47,1932.14193
10,32,49,47,0.0
11,30,37,47,2482.00119
12,50,37,47,0.0
13,42,40,47,2640.11827
14,54,53,47,0.0
15,80,36,47,0.0
16,71,61,47,0.0
17,70,47,47,0.0
18,53,59,47,0.0
19,52,43,47,2594.50144
0,56,31,48,0.0
1,42,42,48,0.0
2,35,56,48,0.0
3,44,43,48,0.0
4,82,31,48,2644.4053
5,63,43,48,484.419626
6,56,61,48,2499.51656
7,79,33,48,1506.25352
8,31,48,48,0.0
9,85,34,48,1932.14193
10,32,49,48,0.0
11,30,37,48,0.0
12,50,37,48,1016.56481
13,42,40,48,2640.11827
14,54,53,48,2334.73115
15,80,36,48,0.0
16,71,61,48,380.583716
17,70,47,48,2118.89455
18,53,59,48,1124.26749
19,52,43,48,0.0
0,56,31,49,1622.30271
1,42,42,49,1132.33073
2,35,56,49,0.0
3,44,43,49,0.0
4,82,31,49,2644.4053
5,63,43,49,0.0
6,56,61,49,2499.51656
7,79,33,49,0.0
8,31,48,49,1394.42006
9,85,34,49,1932.14193
10,32,49,49,0.0
11,30,37,49,0.0
12,50,37,49,0.0
13,42,40,49,2640.11827
14,54,53,49,0.0
15,80,36,49,2590.99552
16,71,61,49,0.0
17,70,47,49,2118.89455
18,53,59,49,0.0
19,52,43,49,0.0
0,56,31,50,1622.30271
1,42,42,50,0.0
2,35,56,50,410.59615
3,44,43,50,0.0
4,82,31,50,0.0
5,63,43,50,0.0
6,56,61,50,2499.51656
7,79,33,50,1506.25352
8,31,48,50,0.0
9,85,34,50,1932.14193
10,32,49,50,1779.76301
11,30,37,50,0.0
12,50,37,50,1016.56481
13,42,40,50,2640.11827
14,54,53,50,0.0
15,80,36,50,2590.99552
16,71,61,50,380.583716
17,70,47,50,2118.89455
18,53,59,50,0.0
19,52,43,50,0.0
0,56,31,51,1622.30271
1,42,42,51,0.0
2,35,56,51,0.0
3,44,43,51,682.169843
4,82,31,51,0.0
5,63,43,51,484.419626
6,56,61,51,2499.51656
7,79,33,51,0.0
8,31,48,51,0.0
9,85,34,51,1932.14193
10,32,49,51,0.0
11,30,37,51,2482.00119
12,50,37,51,0.0
13,42,40,51,0.0
14,54,53,51,0.0
15,80,36,51,2590.99552
16,71,61,51,380.583716
17,70,47,51,0.0
18,53,59,51,0.0
19,52,43,51,2594.50144
