parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:1,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:2,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:3,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:4,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:5,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:63_c:43_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,63,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:61_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,56,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:79_c:33_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,33,0,p,m,gr,79,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:48_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,31,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:85_c:34_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,85,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:49_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,32,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:30_c:37_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,30,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:50_c:37_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,50,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:40_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,42,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:54_c:53_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,53,0,p,m,gr,54,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:36_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,80,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:71_c:61_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,71,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:47_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,70,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:53_c:59_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,53,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:43_sp:6,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,52,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:56_c:31_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,56,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:42_c:42_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,42,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:43_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,44,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:82_c:31_sp:7,log,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,82,7,q
