parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:1,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:2,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:3,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:4,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:5,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:47_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,46,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:46_c:52_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,46,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:31_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,38,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:52_c:39_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,52,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:61_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,37,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:61_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,80,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:76_c:60_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,76,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:80_c:60_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,60,0,p,m,gr,80,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:59_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,65,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:62_c:47_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,62,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:61_c:43_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,61,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:51_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,77,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:49_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,59,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:48_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,40,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:81_c:57_sp:6,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,57,0,p,m,gr,81,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:65_c:52_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,52,0,p,m,gr,65,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:48_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,32,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:56_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,56,0,p,m,gr,35,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:40_c:36_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,36,0,p,m,gr,40,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:59_c:34_sp:7,none,factor,100.0,0.001,3000.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,59,7,q
