,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
80,70,59,4,"(70, 59, 4)",r:70_c:59_sp:4,p_inst:0,1.0,1.0
81,37,34,4,"(37, 34, 4)",r:37_c:34_sp:4,p_inst:0,1.0,1.0
82,31,49,4,"(31, 49, 4)",r:31_c:49_sp:4,p_inst:0,1.0,1.0
83,77,44,4,"(77, 44, 4)",r:77_c:44_sp:4,p_inst:0,1.0,1.0
84,47,49,4,"(47, 49, 4)",r:47_c:49_sp:4,p_inst:0,1.0,1.0
85,45,51,4,"(45, 51, 4)",r:45_c:51_sp:4,p_inst:0,1.0,1.0
86,44,39,4,"(44, 39, 4)",r:44_c:39_sp:4,p_inst:0,1.0,1.0
87,38,59,4,"(38, 59, 4)",r:38_c:59_sp:4,p_inst:0,1.0,1.0
88,77,34,4,"(77, 34, 4)",r:77_c:34_sp:4,p_inst:0,1.0,1.0
89,36,47,4,"(36, 47, 4)",r:36_c:47_sp:4,p_inst:0,1.0,1.0
90,73,39,4,"(73, 39, 4)",r:73_c:39_sp:4,p_inst:0,1.0,1.0
91,77,42,4,"(77, 42, 4)",r:77_c:42_sp:4,p_inst:0,1.0,1.0
92,64,58,4,"(64, 58, 4)",r:64_c:58_sp:4,p_inst:0,1.0,1.0
93,35,48,4,"(35, 48, 4)",r:35_c:48_sp:4,p_inst:0,1.0,1.0
94,67,55,4,"(67, 55, 4)",r:67_c:55_sp:4,p_inst:0,1.0,1.0
95,57,30,4,"(57, 30, 4)",r:57_c:30_sp:4,p_inst:0,1.0,1.0
96,32,31,4,"(32, 31, 4)",r:32_c:31_sp:4,p_inst:0,1.0,1.0
97,31,59,4,"(31, 59, 4)",r:31_c:59_sp:4,p_inst:0,1.0,1.0
98,35,61,4,"(35, 61, 4)",r:35_c:61_sp:4,p_inst:0,1.0,1.0
99,43,61,4,"(43, 61, 4)",r:43_c:61_sp:4,p_inst:0,1.0,1.0
100,70,59,5,"(70, 59, 5)",r:70_c:59_sp:5,p_inst:0,1.0,1.0
101,37,34,5,"(37, 34, 5)",r:37_c:34_sp:5,p_inst:0,1.0,1.0
102,31,49,5,"(31, 49, 5)",r:31_c:49_sp:5,p_inst:0,1.0,1.0
103,77,44,5,"(77, 44, 5)",r:77_c:44_sp:5,p_inst:0,1.0,1.0
104,47,49,5,"(47, 49, 5)",r:47_c:49_sp:5,p_inst:0,1.0,1.0
105,45,51,5,"(45, 51, 5)",r:45_c:51_sp:5,p_inst:0,1.0,1.0
106,44,39,5,"(44, 39, 5)",r:44_c:39_sp:5,p_inst:0,1.0,1.0
107,38,59,5,"(38, 59, 5)",r:38_c:59_sp:5,p_inst:0,1.0,1.0
108,77,34,5,"(77, 34, 5)",r:77_c:34_sp:5,p_inst:0,1.0,1.0
109,36,47,5,"(36, 47, 5)",r:36_c:47_sp:5,p_inst:0,1.0,1.0
110,73,39,5,"(73, 39, 5)",r:73_c:39_sp:5,p_inst:0,1.0,1.0
111,77,42,5,"(77, 42, 5)",r:77_c:42_sp:5,p_inst:0,1.0,1.0
112,64,58,5,"(64, 58, 5)",r:64_c:58_sp:5,p_inst:0,1.0,1.0
113,35,48,5,"(35, 48, 5)",r:35_c:48_sp:5,p_inst:0,1.0,1.0
114,67,55,5,"(67, 55, 5)",r:67_c:55_sp:5,p_inst:0,1.0,1.0
115,57,30,5,"(57, 30, 5)",r:57_c:30_sp:5,p_inst:0,1.0,1.0
116,32,31,5,"(32, 31, 5)",r:32_c:31_sp:5,p_inst:0,1.0,1.0
117,31,59,5,"(31, 59, 5)",r:31_c:59_sp:5,p_inst:0,1.0,1.0
118,35,61,5,"(35, 61, 5)",r:35_c:61_sp:5,p_inst:0,1.0,1.0
119,43,61,5,"(43, 61, 5)",r:43_c:61_sp:5,p_inst:0,1.0,1.0
120,70,59,6,"(70, 59, 6)",r:70_c:59_sp:6,p_inst:0,1.0,1.0
121,37,34,6,"(37, 34, 6)",r:37_c:34_sp:6,p_inst:0,1.0,1.0
122,31,49,6,"(31, 49, 6)",r:31_c:49_sp:6,p_inst:0,1.0,1.0
123,77,44,6,"(77, 44, 6)",r:77_c:44_sp:6,p_inst:0,1.0,1.0
124,47,49,6,"(47, 49, 6)",r:47_c:49_sp:6,p_inst:0,1.0,1.0
125,45,51,6,"(45, 51, 6)",r:45_c:51_sp:6,p_inst:0,1.0,1.0
126,44,39,6,"(44, 39, 6)",r:44_c:39_sp:6,p_inst:0,1.0,1.0
127,38,59,6,"(38, 59, 6)",r:38_c:59_sp:6,p_inst:0,1.0,1.0
128,77,34,6,"(77, 34, 6)",r:77_c:34_sp:6,p_inst:0,1.0,1.0
129,36,47,6,"(36, 47, 6)",r:36_c:47_sp:6,p_inst:0,1.0,1.0
130,73,39,6,"(73, 39, 6)",r:73_c:39_sp:6,p_inst:0,1.0,1.0
131,77,42,6,"(77, 42, 6)",r:77_c:42_sp:6,p_inst:0,1.0,1.0
132,64,58,6,"(64, 58, 6)",r:64_c:58_sp:6,p_inst:0,1.0,1.0
133,35,48,6,"(35, 48, 6)",r:35_c:48_sp:6,p_inst:0,1.0,1.0
134,67,55,6,"(67, 55, 6)",r:67_c:55_sp:6,p_inst:0,1.0,1.0
135,57,30,6,"(57, 30, 6)",r:57_c:30_sp:6,p_inst:0,1.0,1.0
136,32,31,6,"(32, 31, 6)",r:32_c:31_sp:6,p_inst:0,1.0,1.0
137,31,59,6,"(31, 59, 6)",r:31_c:59_sp:6,p_inst:0,1.0,1.0
138,35,61,6,"(35, 61, 6)",r:35_c:61_sp:6,p_inst:0,1.0,1.0
139,43,61,6,"(43, 61, 6)",r:43_c:61_sp:6,p_inst:0,1.0,1.0
140,70,59,7,"(70, 59, 7)",r:70_c:59_sp:7,p_inst:0,1.0,1.0
141,37,34,7,"(37, 34, 7)",r:37_c:34_sp:7,p_inst:0,1.0,1.0
142,31,49,7,"(31, 49, 7)",r:31_c:49_sp:7,p_inst:0,1.0,1.0
143,77,44,7,"(77, 44, 7)",r:77_c:44_sp:7,p_inst:0,1.0,1.0
144,47,49,7,"(47, 49, 7)",r:47_c:49_sp:7,p_inst:0,1.0,1.0
145,45,51,7,"(45, 51, 7)",r:45_c:51_sp:7,p_inst:0,1.0,1.0
146,44,39,7,"(44, 39, 7)",r:44_c:39_sp:7,p_inst:0,1.0,1.0
147,38,59,7,"(38, 59, 7)",r:38_c:59_sp:7,p_inst:0,1.0,1.0
148,77,34,7,"(77, 34, 7)",r:77_c:34_sp:7,p_inst:0,1.0,1.0
149,36,47,7,"(36, 47, 7)",r:36_c:47_sp:7,p_inst:0,1.0,1.0
150,73,39,7,"(73, 39, 7)",r:73_c:39_sp:7,p_inst:0,1.0,1.0
151,77,42,7,"(77, 42, 7)",r:77_c:42_sp:7,p_inst:0,1.0,1.0
152,64,58,7,"(64, 58, 7)",r:64_c:58_sp:7,p_inst:0,1.0,1.0
153,35,48,7,"(35, 48, 7)",r:35_c:48_sp:7,p_inst:0,1.0,1.0
154,67,55,7,"(67, 55, 7)",r:67_c:55_sp:7,p_inst:0,1.0,1.0
155,57,30,7,"(57, 30, 7)",r:57_c:30_sp:7,p_inst:0,1.0,1.0
156,32,31,7,"(32, 31, 7)",r:32_c:31_sp:7,p_inst:0,1.0,1.0
157,31,59,7,"(31, 59, 7)",r:31_c:59_sp:7,p_inst:0,1.0,1.0
158,35,61,7,"(35, 61, 7)",r:35_c:61_sp:7,p_inst:0,1.0,1.0
159,43,61,7,"(43, 61, 7)",r:43_c:61_sp:7,p_inst:0,1.0,1.0
160,70,59,8,"(70, 59, 8)",r:70_c:59_sp:8,p_inst:0,1.0,1.0
161,37,34,8,"(37, 34, 8)",r:37_c:34_sp:8,p_inst:0,1.0,1.0
162,31,49,8,"(31, 49, 8)",r:31_c:49_sp:8,p_inst:0,1.0,1.0
163,77,44,8,"(77, 44, 8)",r:77_c:44_sp:8,p_inst:0,1.0,1.0
164,47,49,8,"(47, 49, 8)",r:47_c:49_sp:8,p_inst:0,1.0,1.0
165,45,51,8,"(45, 51, 8)",r:45_c:51_sp:8,p_inst:0,1.0,1.0
166,44,39,8,"(44, 39, 8)",r:44_c:39_sp:8,p_inst:0,1.0,1.0
167,38,59,8,"(38, 59, 8)",r:38_c:59_sp:8,p_inst:0,1.0,1.0
168,77,34,8,"(77, 34, 8)",r:77_c:34_sp:8,p_inst:0,1.0,1.0
169,36,47,8,"(36, 47, 8)",r:36_c:47_sp:8,p_inst:0,1.0,1.0
170,73,39,8,"(73, 39, 8)",r:73_c:39_sp:8,p_inst:0,1.0,1.0
171,77,42,8,"(77, 42, 8)",r:77_c:42_sp:8,p_inst:0,1.0,1.0
172,64,58,8,"(64, 58, 8)",r:64_c:58_sp:8,p_inst:0,1.0,1.0
173,35,48,8,"(35, 48, 8)",r:35_c:48_sp:8,p_inst:0,1.0,1.0
174,67,55,8,"(67, 55, 8)",r:67_c:55_sp:8,p_inst:0,1.0,1.0
175,57,30,8,"(57, 30, 8)",r:57_c:30_sp:8,p_inst:0,1.0,1.0
176,32,31,8,"(32, 31, 8)",r:32_c:31_sp:8,p_inst:0,1.0,1.0
177,31,59,8,"(31, 59, 8)",r:31_c:59_sp:8,p_inst:0,1.0,1.0
178,35,61,8,"(35, 61, 8)",r:35_c:61_sp:8,p_inst:0,1.0,1.0
179,43,61,8,"(43, 61, 8)",r:43_c:61_sp:8,p_inst:0,1.0,1.0
180,70,59,9,"(70, 59, 9)",r:70_c:59_sp:9,p_inst:0,1.0,1.0
181,37,34,9,"(37, 34, 9)",r:37_c:34_sp:9,p_inst:0,1.0,1.0
182,31,49,9,"(31, 49, 9)",r:31_c:49_sp:9,p_inst:0,1.0,1.0
183,77,44,9,"(77, 44, 9)",r:77_c:44_sp:9,p_inst:0,1.0,1.0
184,47,49,9,"(47, 49, 9)",r:47_c:49_sp:9,p_inst:0,1.0,1.0
185,45,51,9,"(45, 51, 9)",r:45_c:51_sp:9,p_inst:0,1.0,1.0
186,44,39,9,"(44, 39, 9)",r:44_c:39_sp:9,p_inst:0,1.0,1.0
187,38,59,9,"(38, 59, 9)",r:38_c:59_sp:9,p_inst:0,1.0,1.0
188,77,34,9,"(77, 34, 9)",r:77_c:34_sp:9,p_inst:0,1.0,1.0
189,36,47,9,"(36, 47, 9)",r:36_c:47_sp:9,p_inst:0,1.0,1.0
190,73,39,9,"(73, 39, 9)",r:73_c:39_sp:9,p_inst:0,1.0,1.0
191,77,42,9,"(77, 42, 9)",r:77_c:42_sp:9,p_inst:0,1.0,1.0
192,64,58,9,"(64, 58, 9)",r:64_c:58_sp:9,p_inst:0,1.0,1.0
193,35,48,9,"(35, 48, 9)",r:35_c:48_sp:9,p_inst:0,1.0,1.0
194,67,55,9,"(67, 55, 9)",r:67_c:55_sp:9,p_inst:0,1.0,1.0
195,57,30,9,"(57, 30, 9)",r:57_c:30_sp:9,p_inst:0,1.0,1.0
196,32,31,9,"(32, 31, 9)",r:32_c:31_sp:9,p_inst:0,1.0,1.0
197,31,59,9,"(31, 59, 9)",r:31_c:59_sp:9,p_inst:0,1.0,1.0
198,35,61,9,"(35, 61, 9)",r:35_c:61_sp:9,p_inst:0,1.0,1.0
199,43,61,9,"(43, 61, 9)",r:43_c:61_sp:9,p_inst:0,1.0,1.0
200,70,59,10,"(70, 59, 10)",r:70_c:59_sp:10,p_inst:0,1.0,1.0
201,37,34,10,"(37, 34, 10)",r:37_c:34_sp:10,p_inst:0,1.0,1.0
202,31,49,10,"(31, 49, 10)",r:31_c:49_sp:10,p_inst:0,1.0,1.0
203,77,44,10,"(77, 44, 10)",r:77_c:44_sp:10,p_inst:0,1.0,1.0
204,47,49,10,"(47, 49, 10)",r:47_c:49_sp:10,p_inst:0,1.0,1.0
205,45,51,10,"(45, 51, 10)",r:45_c:51_sp:10,p_inst:0,1.0,1.0
206,44,39,10,"(44, 39, 10)",r:44_c:39_sp:10,p_inst:0,1.0,1.0
207,38,59,10,"(38, 59, 10)",r:38_c:59_sp:10,p_inst:0,1.0,1.0
208,77,34,10,"(77, 34, 10)",r:77_c:34_sp:10,p_inst:0,1.0,1.0
209,36,47,10,"(36, 47, 10)",r:36_c:47_sp:10,p_inst:0,1.0,1.0
210,73,39,10,"(73, 39, 10)",r:73_c:39_sp:10,p_inst:0,1.0,1.0
211,77,42,10,"(77, 42, 10)",r:77_c:42_sp:10,p_inst:0,1.0,1.0
212,64,58,10,"(64, 58, 10)",r:64_c:58_sp:10,p_inst:0,1.0,1.0
213,35,48,10,"(35, 48, 10)",r:35_c:48_sp:10,p_inst:0,1.0,1.0
214,67,55,10,"(67, 55, 10)",r:67_c:55_sp:10,p_inst:0,1.0,1.0
215,57,30,10,"(57, 30, 10)",r:57_c:30_sp:10,p_inst:0,1.0,1.0
216,32,31,10,"(32, 31, 10)",r:32_c:31_sp:10,p_inst:0,1.0,1.0
217,31,59,10,"(31, 59, 10)",r:31_c:59_sp:10,p_inst:0,1.0,1.0
218,35,61,10,"(35, 61, 10)",r:35_c:61_sp:10,p_inst:0,1.0,1.0
219,43,61,10,"(43, 61, 10)",r:43_c:61_sp:10,p_inst:0,1.0,1.0
220,70,59,11,"(70, 59, 11)",r:70_c:59_sp:11,p_inst:0,1.0,1.0
221,37,34,11,"(37, 34, 11)",r:37_c:34_sp:11,p_inst:0,1.0,1.0
222,31,49,11,"(31, 49, 11)",r:31_c:49_sp:11,p_inst:0,1.0,1.0
223,77,44,11,"(77, 44, 11)",r:77_c:44_sp:11,p_inst:0,1.0,1.0
224,47,49,11,"(47, 49, 11)",r:47_c:49_sp:11,p_inst:0,1.0,1.0
225,45,51,11,"(45, 51, 11)",r:45_c:51_sp:11,p_inst:0,1.0,1.0
226,44,39,11,"(44, 39, 11)",r:44_c:39_sp:11,p_inst:0,1.0,1.0
227,38,59,11,"(38, 59, 11)",r:38_c:59_sp:11,p_inst:0,1.0,1.0
228,77,34,11,"(77, 34, 11)",r:77_c:34_sp:11,p_inst:0,1.0,1.0
229,36,47,11,"(36, 47, 11)",r:36_c:47_sp:11,p_inst:0,1.0,1.0
230,73,39,11,"(73, 39, 11)",r:73_c:39_sp:11,p_inst:0,1.0,1.0
231,77,42,11,"(77, 42, 11)",r:77_c:42_sp:11,p_inst:0,1.0,1.0
232,64,58,11,"(64, 58, 11)",r:64_c:58_sp:11,p_inst:0,1.0,1.0
233,35,48,11,"(35, 48, 11)",r:35_c:48_sp:11,p_inst:0,1.0,1.0
234,67,55,11,"(67, 55, 11)",r:67_c:55_sp:11,p_inst:0,1.0,1.0
235,57,30,11,"(57, 30, 11)",r:57_c:30_sp:11,p_inst:0,1.0,1.0
236,32,31,11,"(32, 31, 11)",r:32_c:31_sp:11,p_inst:0,1.0,1.0
237,31,59,11,"(31, 59, 11)",r:31_c:59_sp:11,p_inst:0,1.0,1.0
238,35,61,11,"(35, 61, 11)",r:35_c:61_sp:11,p_inst:0,1.0,1.0
239,43,61,11,"(43, 61, 11)",r:43_c:61_sp:11,p_inst:0,1.0,1.0
240,70,59,12,"(70, 59, 12)",r:70_c:59_sp:12,p_inst:0,1.0,1.0
241,37,34,12,"(37, 34, 12)",r:37_c:34_sp:12,p_inst:0,1.0,1.0
242,31,49,12,"(31, 49, 12)",r:31_c:49_sp:12,p_inst:0,1.0,1.0
243,77,44,12,"(77, 44, 12)",r:77_c:44_sp:12,p_inst:0,1.0,1.0
244,47,49,12,"(47, 49, 12)",r:47_c:49_sp:12,p_inst:0,1.0,1.0
245,45,51,12,"(45, 51, 12)",r:45_c:51_sp:12,p_inst:0,1.0,1.0
246,44,39,12,"(44, 39, 12)",r:44_c:39_sp:12,p_inst:0,1.0,1.0
247,38,59,12,"(38, 59, 12)",r:38_c:59_sp:12,p_inst:0,1.0,1.0
248,77,34,12,"(77, 34, 12)",r:77_c:34_sp:12,p_inst:0,1.0,1.0
249,36,47,12,"(36, 47, 12)",r:36_c:47_sp:12,p_inst:0,1.0,1.0
250,73,39,12,"(73, 39, 12)",r:73_c:39_sp:12,p_inst:0,1.0,1.0
251,77,42,12,"(77, 42, 12)",r:77_c:42_sp:12,p_inst:0,1.0,1.0
252,64,58,12,"(64, 58, 12)",r:64_c:58_sp:12,p_inst:0,1.0,1.0
253,35,48,12,"(35, 48, 12)",r:35_c:48_sp:12,p_inst:0,1.0,1.0
254,67,55,12,"(67, 55, 12)",r:67_c:55_sp:12,p_inst:0,1.0,1.0
255,57,30,12,"(57, 30, 12)",r:57_c:30_sp:12,p_inst:0,1.0,1.0
256,32,31,12,"(32, 31, 12)",r:32_c:31_sp:12,p_inst:0,1.0,1.0
257,31,59,12,"(31, 59, 12)",r:31_c:59_sp:12,p_inst:0,1.0,1.0
258,35,61,12,"(35, 61, 12)",r:35_c:61_sp:12,p_inst:0,1.0,1.0
259,43,61,12,"(43, 61, 12)",r:43_c:61_sp:12,p_inst:0,1.0,1.0
260,70,59,13,"(70, 59, 13)",r:70_c:59_sp:13,p_inst:0,1.0,1.0
261,37,34,13,"(37, 34, 13)",r:37_c:34_sp:13,p_inst:0,1.0,1.0
262,31,49,13,"(31, 49, 13)",r:31_c:49_sp:13,p_inst:0,1.0,1.0
263,77,44,13,"(77, 44, 13)",r:77_c:44_sp:13,p_inst:0,1.0,1.0
264,47,49,13,"(47, 49, 13)",r:47_c:49_sp:13,p_inst:0,1.0,1.0
265,45,51,13,"(45, 51, 13)",r:45_c:51_sp:13,p_inst:0,1.0,1.0
266,44,39,13,"(44, 39, 13)",r:44_c:39_sp:13,p_inst:0,1.0,1.0
267,38,59,13,"(38, 59, 13)",r:38_c:59_sp:13,p_inst:0,1.0,1.0
268,77,34,13,"(77, 34, 13)",r:77_c:34_sp:13,p_inst:0,1.0,1.0
269,36,47,13,"(36, 47, 13)",r:36_c:47_sp:13,p_inst:0,1.0,1.0
270,73,39,13,"(73, 39, 13)",r:73_c:39_sp:13,p_inst:0,1.0,1.0
271,77,42,13,"(77, 42, 13)",r:77_c:42_sp:13,p_inst:0,1.0,1.0
272,64,58,13,"(64, 58, 13)",r:64_c:58_sp:13,p_inst:0,1.0,1.0
273,35,48,13,"(35, 48, 13)",r:35_c:48_sp:13,p_inst:0,1.0,1.0
274,67,55,13,"(67, 55, 13)",r:67_c:55_sp:13,p_inst:0,1.0,1.0
275,57,30,13,"(57, 30, 13)",r:57_c:30_sp:13,p_inst:0,1.0,1.0
276,32,31,13,"(32, 31, 13)",r:32_c:31_sp:13,p_inst:0,1.0,1.0
277,31,59,13,"(31, 59, 13)",r:31_c:59_sp:13,p_inst:0,1.0,1.0
278,35,61,13,"(35, 61, 13)",r:35_c:61_sp:13,p_inst:0,1.0,1.0
279,43,61,13,"(43, 61, 13)",r:43_c:61_sp:13,p_inst:0,1.0,1.0
280,70,59,14,"(70, 59, 14)",r:70_c:59_sp:14,p_inst:0,1.0,1.0
281,37,34,14,"(37, 34, 14)",r:37_c:34_sp:14,p_inst:0,1.0,1.0
282,31,49,14,"(31, 49, 14)",r:31_c:49_sp:14,p_inst:0,1.0,1.0
283,77,44,14,"(77, 44, 14)",r:77_c:44_sp:14,p_inst:0,1.0,1.0
284,47,49,14,"(47, 49, 14)",r:47_c:49_sp:14,p_inst:0,1.0,1.0
285,45,51,14,"(45, 51, 14)",r:45_c:51_sp:14,p_inst:0,1.0,1.0
286,44,39,14,"(44, 39, 14)",r:44_c:39_sp:14,p_inst:0,1.0,1.0
287,38,59,14,"(38, 59, 14)",r:38_c:59_sp:14,p_inst:0,1.0,1.0
288,77,34,14,"(77, 34, 14)",r:77_c:34_sp:14,p_inst:0,1.0,1.0
289,36,47,14,"(36, 47, 14)",r:36_c:47_sp:14,p_inst:0,1.0,1.0
290,73,39,14,"(73, 39, 14)",r:73_c:39_sp:14,p_inst:0,1.0,1.0
291,77,42,14,"(77, 42, 14)",r:77_c:42_sp:14,p_inst:0,1.0,1.0
292,64,58,14,"(64, 58, 14)",r:64_c:58_sp:14,p_inst:0,1.0,1.0
293,35,48,14,"(35, 48, 14)",r:35_c:48_sp:14,p_inst:0,1.0,1.0
294,67,55,14,"(67, 55, 14)",r:67_c:55_sp:14,p_inst:0,1.0,1.0
295,57,30,14,"(57, 30, 14)",r:57_c:30_sp:14,p_inst:0,1.0,1.0
