,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
27,32,8,2,"(32, 8, 2)",r:32_c:8_sp:2,p_inst:0,1.0,0.01628045538677823020345947213627368910238146781921386718750
28,9,28,2,"(9, 28, 2)",r:9_c:28_sp:2,p_inst:0,1.0,1.08309676760009288010166983440285548567771911621093750000000
29,31,38,2,"(31, 38, 2)",r:31_c:38_sp:2,p_inst:0,1.0,3.18140951135159567517152190418983082054182887077331542969e-03
30,22,11,3,"(22, 11, 3)",r:22_c:11_sp:3,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
31,9,40,3,"(9, 40, 3)",r:9_c:40_sp:3,p_inst:0,1.0,0.10110979739359339524273906363305286504328250885009765625000
32,17,43,3,"(17, 43, 3)",r:17_c:43_sp:3,p_inst:0,1.0,2.56810642366804434480465069157162361079826951026916503906e-03
33,43,23,3,"(43, 23, 3)",r:43_c:23_sp:3,p_inst:0,1.0,0.026650113918227320147780190495723218191415071487426757812500
34,33,31,3,"(33, 31, 3)",r:33_c:31_sp:3,p_inst:0,1.0,0.058239814183341481745870282793475780636072158813476562500000
35,26,22,3,"(26, 22, 3)",r:26_c:22_sp:3,p_inst:0,1.0,0.391765655096143972091482510222704149782657623291015625000000
36,37,37,3,"(37, 37, 3)",r:37_c:37_sp:3,p_inst:0,1.0,0.088551667483685245207958303126360988244414329528808593750000
37,32,8,3,"(32, 8, 3)",r:32_c:8_sp:3,p_inst:0,1.0,2.07075621738349457956473997910507023334503173828125000000000
38,9,28,3,"(9, 28, 3)",r:9_c:28_sp:3,p_inst:0,1.0,2.8388707582904180526384152472019195556640625000000000000e+02
39,31,38,3,"(31, 38, 3)",r:31_c:38_sp:3,p_inst:0,1.0,34.74096772060035931417587562464177608489990234375000000000000
40,22,11,4,"(22, 11, 4)",r:22_c:11_sp:4,p_inst:0,1.0,0.054823420481589682506928795646672369912266731262207031250000
41,9,40,4,"(9, 40, 4)",r:9_c:40_sp:4,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
42,17,43,4,"(17, 43, 4)",r:17_c:43_sp:4,p_inst:0,1.0,6.031552953305259201499666232848539948463439941406250000000000
43,43,23,4,"(43, 23, 4)",r:43_c:23_sp:4,p_inst:0,1.0,4.33166905582970784144292153428068559151142835617065429688e-03
44,33,31,4,"(33, 31, 4)",r:33_c:31_sp:4,p_inst:0,1.0,62.64592266999581937625407590530812740325927734375000000000000
45,26,22,4,"(26, 22, 4)",r:26_c:22_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
46,37,37,4,"(37, 37, 4)",r:37_c:37_sp:4,p_inst:0,1.0,0.021540341681821967984022947462108277250081300735473632812500
47,32,8,4,"(32, 8, 4)",r:32_c:8_sp:4,p_inst:0,1.0,0.33189389738745372904205055419879499822854995727539062500000
48,9,28,4,"(9, 28, 4)",r:9_c:28_sp:4,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
49,31,38,4,"(31, 38, 4)",r:31_c:38_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
50,22,11,5,"(22, 11, 5)",r:22_c:11_sp:5,p_inst:0,1.0,8.880635748435313558957204804755747318267822265625000000000000
51,9,40,5,"(9, 40, 5)",r:9_c:40_sp:5,p_inst:0,1.0,0.59334340705278099115105305827455595135688781738281250000000
52,17,43,5,"(17, 43, 5)",r:17_c:43_sp:5,p_inst:0,1.0,16.59884403869077829085654229857027530670166015625000000000000
53,43,23,5,"(43, 23, 5)",r:43_c:23_sp:5,p_inst:0,1.0,6.632960935516576839177105284761637449264526367187500000000000
54,33,31,5,"(33, 31, 5)",r:33_c:31_sp:5,p_inst:0,1.0,3.667263566512922956519560102606192231178283691406250000000000
55,26,22,5,"(26, 22, 5)",r:26_c:22_sp:5,p_inst:0,1.0,43.32354316189882581511483294889330863952636718750000000000000
56,37,37,5,"(37, 37, 5)",r:37_c:37_sp:5,p_inst:0,1.0,0.016920778690238523489508537522851838730275630950927734375000
57,32,8,5,"(32, 8, 5)",r:32_c:8_sp:5,p_inst:0,1.0,6.02084678668232253784253771300427615642547607421875000000000
58,9,28,5,"(9, 28, 5)",r:9_c:28_sp:5,p_inst:0,1.0,2.45157243428787641192911905818618834018707275390625000000000
59,31,38,5,"(31, 38, 5)",r:31_c:38_sp:5,p_inst:0,1.0,0.047651478123876399306535489586167386732995510101318359375000
60,22,11,6,"(22, 11, 6)",r:22_c:11_sp:6,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
61,9,40,6,"(9, 40, 6)",r:9_c:40_sp:6,p_inst:0,1.0,1.6593800950644814191752007825897408110904507339000701904e-04
62,17,43,6,"(17, 43, 6)",r:17_c:43_sp:6,p_inst:0,1.0,0.185971529632933341158462781095295213162899017333984375000000
63,43,23,6,"(43, 23, 6)",r:43_c:23_sp:6,p_inst:0,1.0,0.173561647657967138558277042648114729672670364379882812500000
64,33,31,6,"(33, 31, 6)",r:33_c:31_sp:6,p_inst:0,1.0,0.087913765719176598101292086084868060424923896789550781250000
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,38.25576311767093784510507248342037200927734375000000000000000
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,0.096841818914490424008434388269961345940828323364257812500000
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,1.3778105524578958807069284375756978988647460937500000000e+02
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,2.320543010152003926549468815210275352001190185546875000000000
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,3.9765793078345938044160234881019277963787317276000976562e-03
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,0.101207188495021263574535907991958083584904670715332031250000
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,7.343336890527323745914145547430962324142456054687500000000000
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,0.032955239702065847184897506849665660411119461059570312500000
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,9.09626385371221056475032895605181693099439144134521484375e-03
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,2.80504323701059531082861037143416638173221144825220108032e-05
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,2.7992893444069360739390184278363449266180396080017089844e-03
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,0.80835049319626095520874287103652022778987884521484375000000
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,0.584725465495350649192118908104021102190017700195312500000000
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,4.312731792656047780099015653831884264945983886718750000000000
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,7.0413302469598789204430211441376741277053952217102050781e-03
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,10.10567838356931780197101033991202712059020996093750000000000
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,3.587785253296896126329329490545205771923065185546875000000000
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,9.367845141629761229751238715834915637969970703125000000000000
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,0.070539167929186491479143228389148134738206863403320312500000
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,0.01784091614492606253650208714134350884705781936645507812500
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,2.0747752879759141819704382214695215225219726562500000000e+02
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,75.64520900934425640116387512534856796264648437500000000000000
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,5.58530472224638956796338717936123430263251066207885742188e-04
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,0.03960276338120501810058371461309434380382299423217773437500
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,2.133434920107244003872892790241166949272155761718750000000000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,25.60395308928499602529882395174354314804077148437500000000000
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,0.040534808607552305637078404743078863248229026794433593750000
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,0.011953262178509529295444835383932513650506734848022460937500
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,0.15969296235151850260614025955874240025877952575683593750000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,5.72246606661898926660114739206619560718536376953125000000000
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,0.815962710731757079329895532282534986734390258789062500000000
