,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
62,17,43,6,"(17, 43, 6)",r:17_c:43_sp:6,p_inst:0,1.0,1.37638090070122103725225315429270267486572265625000000000e+02
63,43,23,6,"(43, 23, 6)",r:43_c:23_sp:6,p_inst:0,1.0,0.095670668571847528038887276125024072825908660888671875000000
64,33,31,6,"(33, 31, 6)",r:33_c:31_sp:6,p_inst:0,1.0,7.20705074656458749560172805104230064898729324340820312500e-03
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,5.53575758745097120522293820954473630990833044052124023438e-03
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,1.4121779488793670897205101422144934986135922372341156006e-04
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,0.20422335375769581911065131407667649909853935241699218750000
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,10.13370699956287523946230066940188407897949218750000000000000
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,6.44213075746542644141323652462460813694633543491363525391e-04
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,0.01703360781091095219053066500691784312948584556579589843750
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,56.29688246236428739166512968949973583221435546875000000000000
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,0.078251654331401188091632548093912191689014434814453125000000
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,32.92970160103655530292598996311426162719726562500000000000000
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,5.205785602767521780265269626397639513015747070312500000000000
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,9.62717848007749665839583030901849269866943359375000000000000
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,30.31603762178130523352592717856168746948242187500000000000000
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,42.35930208406175978552710148505866527557373046875000000000000
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,4.99560070041729442635869418154470622539520263671875000000000
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,2.06061549253994460983996361846948275342583656311035156250e-03
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,2.543753929565976790172499022446572780609130859375000000000000
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,4.24206012204901387885325192428354057483375072479248046875e-03
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,0.12930599090691144437137438671925337985157966613769531250000
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,4.169857707121937373528908210573717951774597167968750000000000
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,0.196432784130914972475778768057352863252162933349609375000000
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,4.80339178015505474661495100008323788642883300781250000000000
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,0.063914724214697030135745592360763112083077430725097656250000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,0.129046579849994041966354529904492665082216262817382812500000
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,9.875304205846060057183422031812369823455810546875000000000000
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,96.88427592461255244415951892733573913574218750000000000000000
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,0.09296765020938525803106955436305725015699863433837890625000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,4.27176616034087253126472205622121691703796386718750000000000
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,1.44914571162100408452388933255861047655344009399414062500e-03
