parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:59_sp:4,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,31,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:61_sp:4,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,35,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:61_sp:4,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,43,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:59_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,70,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:34_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,37,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:49_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,31,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:44_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,44,0,p,m,gr,77,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:47_c:49_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,47,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:45_c:51_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,45,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:39_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,44,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:59_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,38,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:34_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,77,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:36_c:47_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,36,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:73_c:39_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,73,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:42_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,77,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:64_c:58_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,64,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:48_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,35,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:67_c:55_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,67,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:57_c:30_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,30,0,p,m,gr,57,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:31_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,32,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:59_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,31,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:61_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,35,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:61_sp:5,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,43,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:59_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,70,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:34_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,37,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:49_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,31,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:44_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,44,0,p,m,gr,77,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:47_c:49_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,47,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:45_c:51_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,51,0,p,m,gr,45,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:44_c:39_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,44,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:38_c:59_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,38,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:34_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,77,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:36_c:47_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,47,0,p,m,gr,36,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:73_c:39_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,39,0,p,m,gr,73,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:42_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,42,0,p,m,gr,77,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:64_c:58_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,58,0,p,m,gr,64,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:48_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,48,0,p,m,gr,35,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:67_c:55_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,55,0,p,m,gr,67,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:57_c:30_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,30,0,p,m,gr,57,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:31_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,32,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:59_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,31,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:35_c:61_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,35,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:61_sp:6,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,61,0,p,m,gr,43,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:70_c:59_sp:7,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,59,0,p,m,gr,70,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:34_sp:7,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,34,0,p,m,gr,37,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:49_sp:7,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,31,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:77_c:44_sp:7,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,44,0,p,m,gr,77,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:47_c:49_sp:7,none,relative,1.0,0.0001,5.0,p_inst:0,1.0,0.0,1,49,0,p,m,gr,47,7,q
