SP,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
12,5.595717800720008,0.5809896348992101,5.6819863993277115,14.994861261237336,5.944406305438439,2.2139710072807905,12.26353052746762,15.538903035702239,12.585596232387926,7.61271447644905,13.811080544614022,22.243790428932435,2.3649021276437208,4.909613265508375,0.5276741364209874,4.091703709137071,11.603074165245017,15.409546246375884,1.7015681191064067,7.911800405656468,0.20192545076357776,5.382823858402,6.860646101066037,8.791506826351828,36.17819138371356,7.3605634265450455,5.941037395982536,6.987121246710892,19.38099912249716,4.419078226216135,1.8445991586896429,1.2751994130412898,3.883657848463705,0.4183917900495675,2.049137036839855,1.889956788374032,0.9629732344903974,4.57256359803585,4.859488419462345,1.2898847155734876
13,10.573623532896276,5.0268637969216385,8.901163017089484,12.231508234210379,1.7199755663568757,6.6127124084789495,0.5436746574118785,13.027026099336155,0.448124338450533,3.7867424037626773,19.19452406284482,22.088656186670384,1.1445390764255945,1.5670322380590318,1.8217092316178964,6.392453558807626,2.958801886560258,9.662004578261598,0.8007846047597118,7.783960105967873,2.82070617058456,8.493836806331117,15.801069130813726,8.749004907263275,30.6653723117147,33.8148341026577,6.949669653500395,3.3732192871617284,1.5985887943265413,25.331746183300655,1.6039274457587593,1.1811594652692796,3.3691994589606864,1.740546873101661,0.18794672821872713,1.9763487441512488,0.1477509725713895,3.170610035232711,4.963987977569188,2.6455236564317617
14,12.080157863234586,1.7690209355795383,0.7725667425094109,5.8490607430500425,5.158955881421332,5.716037987410873,8.584638337320188,2.6630263054277328,21.33172988124191,8.776838420714187,14.320619596807855,7.669309858140353,0.74621821014907,4.975650706489966,1.6647355197774998,4.134511777093426,8.447261805411669,14.240296178272986,2.5621645754529845,7.668626506366931,10.244596729574889,8.885636164792084,33.59062678744501,0.13121635502841617,1.1380818173815603,17.095973152374036,5.164144623972371,3.909014392265478,3.043394923621478,5.911375345882402,2.179687299531257,1.199750275432232,1.541195285453708,2.153024205833196,1.1660416261571114,3.124316338253567,2.401939204893917,4.872502084070726,4.604532906749066,3.959606639245058
15,7.51498282359834,5.891190403881953,2.872476241730793,1.3320216483594194,1.6445813304481964,2.3102627781930942,26.420911926732764,15.135300065787403,20.4833043935052,22.580469695683025,18.644194491969188,21.66938114741872,3.190788888144936,0.6687560598756633,5.313542090303035,1.6361600368462528,15.694158026248866,9.1624326314909,7.934299514006703,0.24739416101923759,8.355881723747308,8.36239619197408,9.572787986337136,13.473808388652717,10.56355712612539,19.768321026102136,2.3010902574391614,8.55963680991841,15.704492114077357,24.333000487233765,1.0402339019692821,1.3622160201101738,2.33040218670383,1.0766471563632882,2.3260670921031754,1.7771890081396025,1.4132565435708222,1.805354616661213,2.0640158682972936,3.315508454185485
16,3.126664672050448,0.016301271569100707,4.533717489458692,12.386087779616508,2.1144069982222784,5.334951957135901,4.631332412672305,0.16810084680144136,35.552969213333775,13.908155457114015,12.35183441411483,19.242645268527166,1.4207533610055618,0.9866683426514422,1.8767716245037531,5.624786572125392,11.363879049670379,13.384475834034463,3.6285632477789243,6.312169666008323,7.388850822125458,7.898163897485137,8.807372261348196,4.396646327504735,8.221770948338719,7.828993082211677,0.5771815233068658,5.787888120820029,6.4581718359516165,4.493729074582654,0.4404793398311934,1.3153298919655199,1.4404550471551794,0.4498379689216939,0.1349454438457264,2.825544627966705,2.2398875770067517,1.5139305099838596,3.4549735849897436,2.0658431901227066
17,16.208513897723982,10.123283783221959,8.74582006354683,10.431422885691541,2.4284833705803885,3.6633240605095705,3.4518280057767567,0.131809389169297,16.923237483806517,5.456994255363936,15.580999922179778,16.70647084299175,0.45127941284829276,0.21081359927220278,2.168622747253316,0.9418905263856683,6.343928122982196,1.460109658758772,2.753458349283524,2.3977980904207743,2.4041900367839744,8.427118244510563,11.139289098749694,1.97039257579919,3.242905665050944,5.393839716714752,0.5221071237001997,9.761060821218077,6.401616045530091,14.718044772037462,1.5212018341014018,0.6892443973168514,2.888538103745289,0.0103098879082875,1.2244932013334984,1.9572629570367812,1.4384251755938262,2.6380481470813115,3.107819914025822,2.1512898963126124
18,7.655383038311932,5.319156867020886,1.3410384718683586,4.036832496933307,0.2577419085212231,5.486514775989793,18.43743778016815,12.932375640112447,22.860269879461868,19.68754952175858,16.164438952101587,13.60023863617075,3.3934926498055527,5.048479419857149,3.7723738574610826,7.126100036618119,8.34821479142354,6.762707828209882,4.671425676993176,2.895075497695494,10.127983862119654,10.929561289385667,12.60193925298768,12.858814970078258,20.884373579547617,1.141740092894455,6.762486101467263,8.776732013202862,1.8698480377040518,5.495105637266741,2.858469452410169,0.15042678384528493,0.5110395651315156,0.11409570195976151,0.8105119698584955,1.1403542740364345,0.060843006212558795,4.38867895197917,3.930830196283672,2.471434590783491
19,13.567263719330315,12.274844839327942,1.709792560094521,12.081128731453424,2.5633259763719085,2.9042440854357676,19.868600851969074,14.438365482842478,19.368571800220764,24.700477753020067,14.967942720862535,11.26661543687684,2.826639472474146,5.056612193778164,4.389053499238369,1.3760783181226006,1.1434327100441817,12.68356894821123,5.975512012823706,2.762174287603947,9.926450804380373,11.643614493476292,25.082024300636096,5.697033198140333,18.649484983544482,24.74134157914378,5.47337126960739,5.106721856712606,11.001199063943526,2.92903242808347,0.14056509282597773,0.5023546414423105,0.23819289653882944,0.7155679764189354,1.8448742960639775,1.5576908319833616,0.5554192653112794,3.429483485813976,4.025703159116019,1.8785971141193476
20,12.685883661179028,1.2816457951341174,9.479247031926455,9.361619874381734,0.2504677143489584,2.858318947113129,2.8484535709394265,9.443747127292308,17.93110865350449,1.269486279288299,15.075578287327017,3.710245878132061,3.9973413059629777,2.0189550079033367,3.0558093354242106,0.5988772651132235,9.768817788390177,2.764252297327108,7.115429402424591,0.3815992835573208,8.334872792497617,4.805904993424158,7.429215319613561,3.279015637487041,5.631881698286636,24.483633926708773,3.6608061487202184,1.3491122302504324,14.539484230232508,20.331920176626216,0.43724604306768156,0.5178435350981507,2.733915682534647,0.6252086837762558,2.564218052871074,1.3013718442487567,2.137214943843189,3.1302203674554088,1.997360960756082,0.9121927123211123
21,12.794509542495806,1.9137075222962585,1.5090815602082057,9.110751055117602,1.7457026938841051,4.279371647139769,11.179098312299812,17.841804970822757,38.384552056083045,24.781658532449633,17.221939097883475,2.9572543322482905,4.888504440750091,3.587745578160522,0.7833154058648538,5.535338417206087,0.7259852998621522,0.8865848706026427,7.211236658754261,0.15373599815600453,6.655352078186453,7.769998590692193,6.920826959946867,13.405322210369473,18.417789987373347,12.811570290030343,0.3117920892175275,7.2638762881907235,16.427696950052464,3.6792115182318046,0.11889015080358199,0.8405372795544676,2.041320868601277,0.08851986835066511,1.9929303444513735,3.065993725363269,2.2812805132529808,2.223325840387442,1.2476017349309814,0.8441053515863575
22,13.470470682350625,4.3302711667434135,3.6800337690404414,2.7756931192141523,3.8028455404374437,4.254507712145371,2.491437016638265,7.033199963971445,13.846005429216602,13.741234577091381,4.678246980365791,1.653345550355833,0.7864243815347024,0.9084490801740794,2.87277479522531,3.3396335102257884,12.709417350534864,4.932028898171913,7.753053181258571,2.463554436694088,8.636392602756612,1.026430137389281,1.858475048422263,14.945291520996776,16.90279084483326,6.976399929346939,5.21043843663858,4.6252048142286055,3.7244265473268117,12.277336503411655,1.9261233237703683,0.9931024475270863,0.6357796779725603,0.2648832056868817,1.20334086504795,2.0804664660001397,1.274299083529958,3.886774257904882,3.9376625635409974,1.2331320251575093
23,8.515114411768618,0.2699961584570362,1.5293616243315076,7.959093857041866,0.005477964672386948,2.2903084407203322,18.959163303486093,10.014976319553451,34.97999976833058,1.633567837701227,16.4743581049457,6.02372103874756,1.9024323803530623,4.534283837164166,0.6008112413657531,2.1987672518069403,3.6815419396973503,10.365635957573664,2.398572695524295,4.952343096731972,4.892193593697678,0.310805801233217,20.65204877119779,2.633314803105831,3.2200412927003934,1.669500972667341,4.238904121537473,6.10478820209946,14.267774963687714,7.329494920303772,0.741141837154566,0.35997627413169075,0.992382250609936,0.7832928471504776,3.1509230565881676,2.356678743691326,0.37358416656140725,1.2020668045996408,3.180061208235192,1.162701605453005
24,6.794093336927392,1.7726656816037376,2.852347941932868,8.06790864303297,2.186894567308517,5.092020697987426,7.847858475139938,11.930523036856451,26.72767854627315,6.146289329139957,12.770374787944169,2.8515781412352608,5.329935968903643,2.187185988304665,3.7949139626388257,4.158456540039844,12.34406237276158,8.4444308517012,6.404529310097779,2.333182853436322,4.838479708988898,7.529206456783204,0.5000948264267686,4.496857583964422,20.475210153925868,7.05750015200164,2.2944342351848963,4.504252709566847,9.604131532839178,13.16747936050722,3.0529665545213946,1.3797262339402945,0.07903775375311851,1.0729788969139513,3.186995697596405,1.362182274480061,0.27607137712406643,4.108491872372937,0.19782533053998833,0.07237358802757596
25,10.511443530887853,10.179226600790624,6.978715699916441,3.853303759611272,2.3153464284160905,1.5251470463534607,17.541314134080515,15.59806587195014,32.57039731334511,15.559952293812351,5.038134546432193,19.63113769724916,2.3620922648299296,1.5868187613710083,3.4268514093704243,6.586032268428409,1.9632728147152574,3.4877833089429187,3.4438706426081556,3.3886114756892067,1.6320254757479382,5.680658616980061,18.661706462232168,11.16397386047835,4.450985188105834,6.885570117580443,2.6668644325945854,5.24690040719313,4.448549878644084,13.32689377571076,0.9010920591669112,0.5168674119973933,2.62729336279004,1.0758957093367683,2.5046083294927284,0.08541903493154476,1.1611566977663574,2.4844482123993337,4.23351604880283,1.014921970745685
26,11.098903423598385,0.37493665693333383,8.575218176604787,10.55145691705804,1.3694420267487697,0.4783680567655438,8.534584781137355,1.2426363030748921,6.884811554559242,19.300641537231588,6.919441771818863,13.300109307925274,2.597067151461039,1.3265135313135277,2.592179201739515,6.030894219024878,5.245032156457086,1.8438105348580698,3.500088958997263,1.9269052504320818,6.25835096750972,2.317087766555122,1.3731610747957057,14.533353829282449,20.519804541328238,15.427242459827543,0.3070274028579144,5.377316162821483,9.847651118067716,1.6538887856591054,1.304032816575816,1.5548673829658548,2.757632280952477,2.4917895591244994,1.5449810122064536,0.6939140830308798,2.6979794204788874,0.6931263174837367,1.5345753125105357,1.0325538752479086
27,6.065152490501271,5.559695960990493,3.233357381959554,5.035248496301883,0.4577971298495613,3.813974632064696,3.9125656152856805,1.1508125741963455,30.65609768113417,9.477678631245977,0.3901277298445414,18.333599710469237,0.7435329188476509,1.9989116793691355,2.58701811482387,5.134437497009801,4.51398773769121,13.1914396832475,1.5563133478742746,4.565126067455524,8.572561575395397,10.579067166338957,2.8453092414775765,14.199356658396496,9.179559451388569,0.06764562447980561,1.6115946837991864,0.6922855165678182,6.980554233756611,4.708094596694101,3.1033628704056966,0.6515292481299746,2.4330460851971236,3.721558932542765,0.769015124050817,2.3016121486719245,1.507067018258174,0.024015345197190396,0.7988197580812794,1.0380094603980408
28,12.01548541887383,1.2243824058112354,3.8009278028555973,3.9990927273534567,0.26932454033394376,4.997144850623471,7.325400929291266,9.004955075523045,10.504224294943512,8.32130157185599,15.274439010347896,11.974246066133169,4.943431086691401,5.009945263474518,0.5151320342971835,1.6143586632826672,6.024344575783492,11.469360502710362,2.75959591080936,4.634739629797209,8.799697947888117,5.877086563270515,1.6879041366818477,13.878051225208337,7.349467747732159,9.28607400893754,4.014677729943743,7.981887407755876,14.038622571135,3.591122348455271,1.77839623581402,1.727969734976173,0.11912309494723859,3.709307031439208,3.8834315446132517,1.0389877370869656,2.7070580206386996,3.8184910135512324,2.8977233088516416,1.7553210878811483
29,9.232774802296891,9.796151327286953,6.458799187958924,8.521252654497088,0.3559637352038472,5.142274671712187,14.930719997639631,7.082816249280252,43.25447187060739,10.155409541381074,7.8823178812661245,7.853042259945567,2.41458936847877,0.570141034626451,5.324370167103746,0.4282969909565275,10.816570484255816,10.979712566695724,3.7160705653891295,5.290467744659055,5.58409659002955,10.357777155227513,14.669522310670644,13.569186572254766,11.913580671828383,13.539060835686191,4.801864843755953,0.7456703280353791,11.682839677268102,3.098273693151482,1.8997131257914341,1.260865260936195,1.4311087288275037,3.9547281845634052,1.7858850030594062,0.7407807623118207,0.19892104452358175,2.017125218849435,4.201579138607099,2.517032586077224
30,1.07388239139215,0.7323477789115366,7.160858824869021,8.387637522720594,1.3452523428173901,1.3900361233860312,14.388643315901485,13.221943658259695,43.98129325797944,25.62105129566009,15.599755380897799,9.518815032770801,5.5877368285903515,4.43748347351502,5.167443253544527,1.2990309923055767,12.439586107492174,5.858845213254739,6.408790808893601,6.726484756510252,8.861812005463678,5.2718825253976265,3.5952169489966304,10.489501359279256,8.09575725718401,8.444262903568859,4.58435979170905,7.939665892033997,11.641197639329736,5.488521099434082,1.8743816046578878,2.03237710490768,2.777867684110994,3.6544928770196483,1.443568834744517,1.2105438951705858,3.2820667696366828,3.3483151229193533,1.9929532925552937,2.1528703303786627
31,2.561993519072979,2.9063218592978157,1.0920369249557835,0.21948650383318583,4.3339749588954755,3.7337573856607422,12.041131874666156,13.009976085102384,78.91797667183516,25.426015044928327,8.10287118839053,14.957269781338931,5.074467575086766,3.5145198497097367,1.2683208235142205,3.5193631170222948,8.576205555021598,10.539206786999664,5.980407413795041,1.9984977967268747,6.534805200684,5.56185824392086,6.142680243311997,12.847532777377653,10.092146470777609,15.12881117837249,2.461741586866766,7.2322615986511956,2.772690971186922,15.203397831389346,2.8242827903058063,2.155559679142077,3.823382035024062,2.2439313513432855,1.9777334829440996,2.8457334385428683,3.0548903610955285,2.843917206059948,2.496193747973551,1.2206391981585951
32,4.843938333124362,8.368270950695564,0.3977205171938878,5.5273467802831355,1.4340577256848321,4.720047904770446,8.624219107655769,9.899797091172339,2575.314926175236,19.937418170682083,7.370126947033788,11.45797262568398,5.503809088828843,4.947886725795156,0.16597799826262605,5.635773922090024,11.84784160639799,11.513838702298033,4.375324208396401,4.505300138095462,9.192448752811623,5.1195077239567786,6.109145455356201,4.542305106283294,17.889044720142497,11.507785343882958,6.924525322970606,5.560838110530353,13.962402619225333,4.818242867595237,1.9010534222292945,2.5775364373673426,2.6224427890959494,1.068068760899098,2.9918290813713657,2.351825060938755,1.6038454044736121,0.3821907416417462,5.363465371050793,1.4279436807538664
33,3.8564579365029013,8.479078421075387,7.879698063069439,2.81484086698777,4.64008067066444,5.736321361831883,7.168802243503967,7.18308705573625,1417.6486519334767,23.74303862363661,14.80434763578033,5.534659915743971,1.5355919920001986,3.495598556626088,4.864455028957324,3.7215001121002427,5.8301383499752735,8.9198173405466,4.027466122810528,5.719222860177314,0.5005943001493977,4.914361247143081,2.7119808685254774,0.1526173719489964,17.54052040210457,15.053411512545871,5.9171519926894485,4.047610431294507,0.9207893604189684,13.982137503566134,1.5378680733522598,2.601787107404783,1.3150088847364694,2.082349627928252,3.7488557567056677,5.372324148105453,1.219014734930343,4.675047890349736,1.6603219693179827,3.4729834724166606
34,2.3331507941376834,1.5924340110772757,1.6874946199516612,7.950479845666152,2.598369741754302,4.573483057954056,3.1617500036564294,7.402496098740145,649.4444715100823,18.47812243847068,11.564593279649383,9.158602207050338,1.3245309495222057,2.922095233460019,4.546636001804907,7.794077026945517,2.4058175876260526,8.689250399519944,5.6499713417760065,3.647202040608538,7.081421671023595,10.1951323251539,9.800741972372833,7.396822598017214,13.491045981523094,12.310368178710592,4.0017410936999855,0.28886281991972323,2.3108631843426255,12.059965311169991,1.2769208322524173,1.645206016825377,0.46468998025250574,3.957104240268369,5.06926836562136,3.749249736550873,1.9274937372785137,4.969824192413119,1.1429594843213535,5.3812627358205205
35,9.401068097599538,5.458014440198081,7.691071050458208,1.616719787740153,0.2790294692483418,2.912227915400197,1.4823603772276408,5.0241319848150106,428.1653359422423,26.69706265661646,3.409931831492705,0.5917185780799881,3.6193875000320674,4.895529599205919,6.268708193632629,0.5196141677408921,10.90488583837211,4.0363212116281835,0.7738805783253567,6.470852103895176,3.1761082589281378,5.6617954580594905,7.316957977953706,0.14922762905434,15.982484443594078,13.110848004187437,1.1923227553365578,3.495871185833502,6.8878270639296355,10.851059904362026,4.560920942567902,0.5356857281762522,0.8633544516868189,4.901083292758319,1.0120393941484371,1.0104939012359802,4.153008520251648,5.442904525899299,3.7823615778547706,5.281139666020769
36,6.3656498707873,9.952190950340254,4.859405907712208,4.081119288912204,5.141708508031672,4.893208118104644,2.9006338679231045,0.75720481157294,529.5203613857108,2.1977252887951337,14.00876787063056,5.400362162886858,3.840422434083974,3.894620523777625,2.6129167730033855,7.803953758052036,10.844028631336945,11.171220036279303,7.017546390651524,2.9643135958904314,5.449234820921691,9.135563519868775,4.291542728706788,11.276965241480152,6.052053319603362,16.410813102937002,2.346036130331777,5.529755755761671,9.722328874603265,9.0536138071248,3.2946772188952305,0.5277430420876531,0.6321676569928728,4.784452904839391,5.7983394937952895,1.415903027522253,1.0804586772735036,3.8785982933317107,0.5382543153359592,2.352094650406088
37,10.460245368962816,9.98274727305822,7.498086224197361,7.429732392521881,1.2696728482297428,4.5951217415546095,1.8002349535630604,1.566611508971364,1120.4856337484207,8.711816076271196,6.906207711001562,7.068821480996608,3.68404136909687,3.3886363167189684,2.255799224728399,3.559009160904244,7.259109217542636,8.406658106832582,1.4648756294819043,1.1224493481911322,9.203202694993324,4.015595745020639,12.540976536736101,5.322508805539843,15.094231829656845,11.525494652101726,2.4306341241633502,3.2501136989635544,11.85332813898167,3.30926437681471,2.518533028009531,3.8474779137047763,0.9283281025623101,1.736911550553033,6.360732811383414,5.66610701500579,5.044392053094499,2.9417115479594282,6.836070846490037,1.0477926638338282
38,5.7609004249661115,3.643822612324303,7.346931083066091,4.420873161555473,3.900416267441794,3.403689258562536,7.3617708432551465,6.48236052992366,641.1904446713066,25.719100884011674,10.019364425772654,12.730821646057194,2.6568729140204232,1.8868207055903172,5.18789005613259,7.768232699483112,8.688851120574254,4.326562749271793,4.70510251671941,4.612068366468639,3.4800625171503263,2.8936342163575,7.01658422302396,9.57471931285218,3.4229041355895387,15.035108934866564,1.8983539184689202,1.5489930866124384,5.849826567106217,10.595237747864461,4.543075321231395,0.5665852029193119,3.214332790289673,2.2541971956044624,2.7284724435480627,0.19164156735682641,2.3220478172535293,2.9253638211257997,0.10674741660437345,0.0361668727885271
39,0.8434639244922842,1.8070219455806018,7.1157197603712286,0.3872159469108245,4.976642562989235,1.218184442959913,6.225614471654621,1.7908976062996114,666.6109810350958,7.616496840521049,14.52402984840299,0.46976645069554496,3.6519711584940433,3.519336337876733,3.292172020384241,3.182750004330311,10.358517726007996,4.212540049706169,4.013915373744558,0.7222706438446741,8.967921005172665,2.9180856900222207,10.272537018784398,1.96801090281952,13.732799641649702,11.863335154559705,4.78789823335203,2.566949034546158,2.639288589639838,8.414869520986228,0.1847395371551455,4.440352667058026,3.8636195464160137,5.544438969352104,3.823763586552408,0.48241518613408446,5.545188646773381,4.501777765345071,1.3647222649497213,3.574346323768475
40,2.4664002801163316,8.13759024414335,7.1919914936908995,5.911703604083417,2.8550286921338928,2.647976115188246,8.045007293981657,3.460618877038296,2999.9946010944627,28.565632251003823,12.416127431542032,1.8185247466891017,3.8056176010611953,2.385057102251552,6.946403844254977,7.125016143067684,8.82975617587256,1.7119406616556665,0.025049781485674286,2.6281076055938946,8.495420129911103,9.767239577670384,8.618811536752384,5.361835133893444,3.2048784730092934,1.679235097238543,4.156994322910682,4.787560635405851,7.1288500210022745,4.538514913936844,6.338165635829933,3.908231182935985,3.478403507201118,5.68964241793701,7.025182420683063,5.208049605665209,5.348984994803151,3.015107986599789,7.620083285059967,3.542044161489713
