well_id,r,c,sp,q
10,73,39,8,220.2881261538461
11,77,42,8,1164.9345178846154
12,64,58,8,1541.7124246153846
13,35,48,8,400.30542346153845
14,67,55,8,607.4084
15,57,30,8,1310.1816323076926
16,32,31,8,955.9051778846152
17,31,59,8,847.6870615384614
18,35,61,8,857.2358342307693
19,43,61,8,481.2311495
0,70,59,9,1212.7632748076924
1,37,34,9,204.9523823846154
2,31,49,9,1079.9337984615386
3,77,44,9,537.9391430769231
4,47,49,9,245.11182403846152
5,45,51,9,151.85958969230768
6,44,39,9,419.317888
7,38,59,9,423.63022523076927
8,77,34,9,297.504448
9,36,47,9,758.2215769230769
10,73,39,9,220.2881261538461
11,77,42,9,1164.9345178846154
12,64,58,9,1541.7124246153846
13,35,48,9,400.30542346153845
14,67,55,9,607.4084
15,57,30,9,1310.1816323076926
16,32,31,9,955.9051778846152
17,31,59,9,847.6870615384614
18,35,61,9,857.2358342307693
19,43,61,9,481.2311495
0,70,59,10,1212.7632748076924
1,37,34,10,204.9523823846154
2,31,49,10,1079.9337984615386
3,77,44,10,537.9391430769231
4,47,49,10,245.11182403846152
5,45,51,10,151.85958969230768
6,44,39,10,419.317888
7,38,59,10,423.63022523076927
8,77,34,10,297.504448
9,36,47,10,758.2215769230769
10,73,39,10,220.2881261538461
11,77,42,10,1164.9345178846154
12,64,58,10,1541.7124246153846
13,35,48,10,400.30542346153845
14,67,55,10,607.4084
15,57,30,10,1310.1816323076926
16,32,31,10,955.9051778846152
17,31,59,10,847.6870615384614
18,35,61,10,857.2358342307693
19,43,61,10,481.2311495
0,70,59,11,1212.7632748076924
1,37,34,11,204.9523823846154
2,31,49,11,1079.9337984615386
3,77,44,11,537.9391430769231
4,47,49,11,245.11182403846152
5,45,51,11,151.85958969230768
6,44,39,11,419.317888
7,38,59,11,423.63022523076927
8,77,34,11,297.504448
9,36,47,11,758.2215769230769
10,73,39,11,220.2881261538461
11,77,42,11,1164.9345178846154
12,64,58,11,1541.7124246153846
13,35,48,11,400.30542346153845
14,67,55,11,607.4084
15,57,30,11,1310.1816323076926
16,32,31,11,955.9051778846152
17,31,59,11,847.6870615384614
18,35,61,11,857.2358342307693
19,43,61,11,481.2311495
0,70,59,12,1212.7632748076924
1,37,34,12,204.9523823846154
2,31,49,12,1079.9337984615386
3,77,44,12,537.9391430769231
4,47,49,12,245.11182403846152
5,45,51,12,151.85958969230768
6,44,39,12,419.317888
7,38,59,12,423.63022523076927
8,77,34,12,297.504448
9,36,47,12,758.2215769230769
10,73,39,12,220.2881261538461
11,77,42,12,1164.9345178846154
12,64,58,12,1541.7124246153846
13,35,48,12,400.30542346153845
14,67,55,12,607.4084
15,57,30,12,1310.1816323076926
16,32,31,12,955.9051778846152
17,31,59,12,847.6870615384614
18,35,61,12,857.2358342307693
19,43,61,12,481.2311495
0,70,59,13,1212.7632748076924
1,37,34,13,204.9523823846154
2,31,49,13,1079.9337984615386
3,77,44,13,537.9391430769231
4,47,49,13,245.11182403846152
5,45,51,13,151.85958969230768
6,44,39,13,419.317888
7,38,59,13,423.63022523076927
8,77,34,13,297.504448
9,36,47,13,758.2215769230769
10,73,39,13,220.2881261538461
11,77,42,13,1164.9345178846154
12,64,58,13,1541.7124246153846
13,35,48,13,400.30542346153845
14,67,55,13,607.4084
15,57,30,13,1310.1816323076926
16,32,31,13,955.9051778846152
17,31,59,13,847.6870615384614
18,35,61,13,857.2358342307693
19,43,61,13,481.2311495
0,70,59,14,1212.7632748076924
1,37,34,14,204.9523823846154
2,31,49,14,1079.9337984615386
3,77,44,14,537.9391430769231
4,47,49,14,245.11182403846152
5,45,51,14,151.85958969230768
6,44,39,14,419.317888
7,38,59,14,423.63022523076927
8,77,34,14,297.504448
9,36,47,14,758.2215769230769
10,73,39,14,220.2881261538461
11,77,42,14,1164.9345178846154
12,64,58,14,1541.7124246153846
13,35,48,14,400.30542346153845
14,67,55,14,607.4084
15,57,30,14,1310.1816323076926
16,32,31,14,955.9051778846152
17,31,59,14,847.6870615384614
18,35,61,14,857.2358342307693
19,43,61,14,481.2311495
0,70,59,15,1212.7632748076924
1,37,34,15,204.9523823846154
2,31,49,15,1079.9337984615386
3,77,44,15,537.9391430769231
4,47,49,15,245.11182403846152
5,45,51,15,151.85958969230768
6,44,39,15,419.317888
7,38,59,15,423.63022523076927
8,77,34,15,297.504448
9,36,47,15,758.2215769230769
10,73,39,15,220.2881261538461
11,77,42,15,1164.9345178846154
12,64,58,15,1541.7124246153846
13,35,48,15,400.30542346153845
14,67,55,15,607.4084
15,57,30,15,1310.1816323076926
16,32,31,15,955.9051778846152
17,31,59,15,847.6870615384614
18,35,61,15,857.2358342307693
19,43,61,15,481.2311495
0,70,59,16,1212.7632748076924
1,37,34,16,204.9523823846154
2,31,49,16,1079.9337984615386
3,77,44,16,537.9391430769231
4,47,49,16,245.11182403846152
5,45,51,16,151.85958969230768
6,44,39,16,419.317888
7,38,59,16,423.63022523076927
8,77,34,16,297.504448
9,36,47,16,758.2215769230769
10,73,39,16,220.2881261538461
11,77,42,16,1164.9345178846154
12,64,58,16,1541.7124246153846
13,35,48,16,400.30542346153845
14,67,55,16,607.4084
15,57,30,16,1310.1816323076926
16,32,31,16,955.9051778846152
17,31,59,16,847.6870615384614
18,35,61,16,857.2358342307693
19,43,61,16,481.2311495
0,70,59,17,1212.7632748076924
1,37,34,17,204.9523823846154
2,31,49,17,1079.9337984615386
3,77,44,17,537.9391430769231
4,47,49,17,245.11182403846152
5,45,51,17,151.85958969230768
6,44,39,17,419.317888
7,38,59,17,423.63022523076927
8,77,34,17,297.504448
9,36,47,17,758.2215769230769
10,73,39,17,220.2881261538461
11,77,42,17,1164.9345178846154
12,64,58,17,1541.7124246153846
13,35,48,17,400.30542346153845
14,67,55,17,607.4084
15,57,30,17,1310.1816323076926
16,32,31,17,955.9051778846152
17,31,59,17,847.6870615384614
18,35,61,17,857.2358342307693
19,43,61,17,481.2311495
0,70,59,18,1212.7632748076924
1,37,34,18,204.9523823846154
2,31,49,18,1079.9337984615386
3,77,44,18,537.9391430769231
4,47,49,18,245.11182403846152
5,45,51,18,151.85958969230768
6,44,39,18,419.317888
7,38,59,18,423.63022523076927
8,77,34,18,297.504448
9,36,47,18,758.2215769230769
10,73,39,18,220.2881261538461
11,77,42,18,1164.9345178846154
12,64,58,18,1541.7124246153846
13,35,48,18,400.30542346153845
14,67,55,18,607.4084
15,57,30,18,1310.1816323076926
16,32,31,18,955.9051778846152
17,31,59,18,847.6870615384614
18,35,61,18,857.2358342307693
19,43,61,18,481.2311495
0,70,59,19,1212.7632748076924
1,37,34,19,204.9523823846154
2,31,49,19,1079.9337984615386
3,77,44,19,537.9391430769231
4,47,49,19,245.11182403846152
5,45,51,19,151.85958969230768
6,44,39,19,419.317888
7,38,59,19,423.63022523076927
8,77,34,19,297.504448
9,36,47,19,758.2215769230769
10,73,39,19,220.2881261538461
11,77,42,19,1164.9345178846154
12,64,58,19,1541.7124246153846
13,35,48,19,400.30542346153845
14,67,55,19,607.4084
15,57,30,19,1310.1816323076926
16,32,31,19,955.9051778846152
17,31,59,19,847.6870615384614
18,35,61,19,857.2358342307693
19,43,61,19,481.2311495
0,70,59,20,1212.7632748076924
1,37,34,20,204.9523823846154
2,31,49,20,1079.9337984615386
3,77,44,20,537.9391430769231
4,47,49,20,245.11182403846152
5,45,51,20,151.85958969230768
6,44,39,20,419.317888
7,38,59,20,423.63022523076927
8,77,34,20,297.504448
9,36,47,20,758.2215769230769
10,73,39,20,220.2881261538461
11,77,42,20,1164.9345178846154
12,64,58,20,1541.7124246153846
13,35,48,20,400.30542346153845
14,67,55,20,607.4084
15,57,30,20,1310.1816323076926
16,32,31,20,955.9051778846152
17,31,59,20,847.6870615384614
18,35,61,20,857.2358342307693
19,43,61,20,481.2311495
0,70,59,21,1212.7632748076924
1,37,34,21,204.9523823846154
2,31,49,21,1079.9337984615386
3,77,44,21,537.9391430769231
4,47,49,21,245.11182403846152
5,45,51,21,151.85958969230768
6,44,39,21,419.317888
7,38,59,21,423.63022523076927
8,77,34,21,297.504448
9,36,47,21,758.2215769230769
10,73,39,21,220.2881261538461
11,77,42,21,1164.9345178846154
12,64,58,21,1541.7124246153846
13,35,48,21,400.30542346153845
14,67,55,21,607.4084
15,57,30,21,1310.1816323076926
16,32,31,21,955.9051778846152
17,31,59,21,847.6870615384614
18,35,61,21,857.2358342307693
19,43,61,21,481.2311495
0,70,59,22,1212.7632748076924
1,37,34,22,204.9523823846154
2,31,49,22,1079.9337984615386
3,77,44,22,537.9391430769231
4,47,49,22,245.11182403846152
5,45,51,22,151.85958969230768
6,44,39,22,419.317888
7,38,59,22,423.63022523076927
8,77,34,22,297.504448
9,36,47,22,758.2215769230769
10,73,39,22,220.2881261538461
11,77,42,22,1164.9345178846154
12,64,58,22,1541.7124246153846
13,35,48,22,400.30542346153845
14,67,55,22,607.4084
15,57,30,22,1310.1816323076926
16,32,31,22,955.9051778846152
17,31,59,22,847.6870615384614
18,35,61,22,857.2358342307693
19,43,61,22,481.2311495
0,70,59,23,1212.7632748076924
1,37,34,23,204.9523823846154
2,31,49,23,1079.9337984615386
3,77,44,23,537.9391430769231
4,47,49,23,245.11182403846152
5,45,51,23,151.85958969230768
6,44,39,23,419.317888
7,38,59,23,423.63022523076927
8,77,34,23,297.504448
9,36,47,23,758.2215769230769
10,73,39,23,220.2881261538461
11,77,42,23,1164.9345178846154
12,64,58,23,1541.7124246153846
13,35,48,23,400.30542346153845
14,67,55,23,607.4084
15,57,30,23,1310.1816323076926
16,32,31,23,955.9051778846152
17,31,59,23,847.6870615384614
18,35,61,23,857.2358342307693
19,43,61,23,481.2311495
0,70,59,24,1212.7632748076924
1,37,34,24,204.9523823846154
2,31,49,24,1079.9337984615386
3,77,44,24,537.9391430769231
4,47,49,24,245.11182403846152
5,45,51,24,151.85958969230768
6,44,39,24,419.317888
7,38,59,24,423.63022523076927
8,77,34,24,297.504448
9,36,47,24,758.2215769230769
10,73,39,24,220.2881261538461
11,77,42,24,1164.9345178846154
12,64,58,24,1541.7124246153846
13,35,48,24,400.30542346153845
14,67,55,24,607.4084
15,57,30,24,1310.1816323076926
16,32,31,24,955.9051778846152
17,31,59,24,847.6870615384614
18,35,61,24,857.2358342307693
19,43,61,24,481.2311495
0,70,59,25,1212.7632748076924
1,37,34,25,204.9523823846154
2,31,49,25,1079.9337984615386
3,77,44,25,537.9391430769231
4,47,49,25,245.11182403846152
5,45,51,25,151.85958969230768
6,44,39,25,419.317888
7,38,59,25,423.63022523076927
8,77,34,25,297.504448
9,36,47,25,758.2215769230769
10,73,39,25,220.2881261538461
11,77,42,25,1164.9345178846154
12,64,58,25,1541.7124246153846
13,35,48,25,400.30542346153845
14,67,55,25,607.4084
15,57,30,25,1310.1816323076926
16,32,31,25,955.9051778846152
17,31,59,25,847.6870615384614
18,35,61,25,857.2358342307693
19,43,61,25,481.2311495
0,70,59,26,1212.7632748076924
1,37,34,26,204.9523823846154
2,31,49,26,1079.9337984615386
3,77,44,26,537.9391430769231
4,47,49,26,245.11182403846152
5,45,51,26,151.85958969230768
6,44,39,26,419.317888
7,38,59,26,423.63022523076927
8,77,34,26,297.504448
9,36,47,26,758.2215769230769
10,73,39,26,220.2881261538461
11,77,42,26,1164.9345178846154
12,64,58,26,1541.7124246153846
13,35,48,26,400.30542346153845
14,67,55,26,607.4084
15,57,30,26,1310.1816323076926
16,32,31,26,955.9051778846152
17,31,59,26,847.6870615384614
18,35,61,26,857.2358342307693
19,43,61,26,481.2311495
0,70,59,27,1212.7632748076924
1,37,34,27,204.9523823846154
2,31,49,27,1079.9337984615386
3,77,44,27,537.9391430769231
4,47,49,27,245.11182403846152
5,45,51,27,151.85958969230768
6,44,39,27,419.317888
7,38,59,27,423.63022523076927
8,77,34,27,297.504448
9,36,47,27,758.2215769230769
10,73,39,27,220.2881261538461
11,77,42,27,1164.9345178846154
12,64,58,27,1541.7124246153846
13,35,48,27,400.30542346153845
14,67,55,27,607.4084
15,57,30,27,1310.1816323076926
16,32,31,27,955.9051778846152
17,31,59,27,847.6870615384614
18,35,61,27,857.2358342307693
19,43,61,27,481.2311495
0,70,59,28,1212.7632748076924
1,37,34,28,204.9523823846154
2,31,49,28,1079.9337984615386
3,77,44,28,537.9391430769231
4,47,49,28,245.11182403846152
5,45,51,28,151.85958969230768
6,44,39,28,419.317888
7,38,59,28,423.63022523076927
8,77,34,28,297.504448
9,36,47,28,758.2215769230769
10,73,39,28,220.2881261538461
11,77,42,28,1164.9345178846154
12,64,58,28,1541.7124246153846
13,35,48,28,400.30542346153845
14,67,55,28,607.4084
15,57,30,28,1310.1816323076926
16,32,31,28,955.9051778846152
17,31,59,28,847.6870615384614
18,35,61,28,857.2358342307693
19,43,61,28,481.2311495
0,70,59,29,1212.7632748076924
1,37,34,29,204.9523823846154
2,31,49,29,1079.9337984615386
3,77,44,29,537.9391430769231
4,47,49,29,245.11182403846152
5,45,51,29,151.85958969230768
6,44,39,29,419.317888
7,38,59,29,423.63022523076927
8,77,34,29,297.504448
9,36,47,29,758.2215769230769
10,73,39,29,220.2881261538461
11,77,42,29,1164.9345178846154
12,64,58,29,1541.7124246153846
13,35,48,29,400.30542346153845
14,67,55,29,607.4084
15,57,30,29,1310.1816323076926
16,32,31,29,955.9051778846152
17,31,59,29,847.6870615384614
18,35,61,29,857.2358342307693
19,43,61,29,481.2311495
0,70,59,30,1212.7632748076924
1,37,34,30,204.9523823846154
2,31,49,30,1079.9337984615386
3,77,44,30,537.9391430769231
4,47,49,30,245.11182403846152
5,45,51,30,151.85958969230768
6,44,39,30,419.317888
7,38,59,30,423.63022523076927
8,77,34,30,297.504448
9,36,47,30,758.2215769230769
10,73,39,30,220.2881261538461
11,77,42,30,1164.9345178846154
12,64,58,30,1541.7124246153846
13,35,48,30,400.30542346153845
14,67,55,30,607.4084
15,57,30,30,1310.1816323076926
16,32,31,30,955.9051778846152
17,31,59,30,847.6870615384614
18,35,61,30,857.2358342307693
19,43,61,30,481.2311495
0,70,59,31,1212.7632748076924
1,37,34,31,204.9523823846154
2,31,49,31,1079.9337984615386
3,77,44,31,537.9391430769231
4,47,49,31,245.11182403846152
5,45,51,31,151.85958969230768
6,44,39,31,419.317888
7,38,59,31,423.63022523076927
8,77,34,31,297.504448
9,36,47,31,758.2215769230769
10,73,39,31,220.2881261538461
11,77,42,31,1164.9345178846154
12,64,58,31,1541.7124246153846
13,35,48,31,400.30542346153845
14,67,55,31,607.4084
15,57,30,31,1310.1816323076926
16,32,31,31,955.9051778846152
17,31,59,31,847.6870615384614
18,35,61,31,857.2358342307693
19,43,61,31,481.2311495
0,70,59,32,1212.7632748076924
1,37,34,32,204.9523823846154
2,31,49,32,1079.9337984615386
3,77,44,32,537.9391430769231
4,47,49,32,245.11182403846152
5,45,51,32,151.85958969230768
6,44,39,32,419.317888
7,38,59,32,423.63022523076927
8,77,34,32,297.504448
9,36,47,32,758.2215769230769
10,73,39,32,220.2881261538461
11,77,42,32,1164.9345178846154
12,64,58,32,1541.7124246153846
13,35,48,32,400.30542346153845
14,67,55,32,607.4084
15,57,30,32,1310.1816323076926
16,32,31,32,955.9051778846152
17,31,59,32,847.6870615384614
18,35,61,32,857.2358342307693
19,43,61,32,481.2311495
0,70,59,33,1212.7632748076924
1,37,34,33,204.9523823846154
2,31,49,33,1079.9337984615386
3,77,44,33,537.9391430769231
4,47,49,33,245.11182403846152
5,45,51,33,151.85958969230768
6,44,39,33,419.317888
7,38,59,33,423.63022523076927
8,77,34,33,297.504448
9,36,47,33,758.2215769230769
10,73,39,33,220.2881261538461
11,77,42,33,1164.9345178846154
12,64,58,33,1541.7124246153846
13,35,48,33,400.30542346153845
14,67,55,33,607.4084
15,57,30,33,1310.1816323076926
16,32,31,33,955.9051778846152
17,31,59,33,847.6870615384614
18,35,61,33,857.2358342307693
19,43,61,33,481.2311495
0,70,59,34,1212.7632748076924
1,37,34,34,204.9523823846154
2,31,49,34,1079.9337984615386
3,77,44,34,537.9391430769231
4,47,49,34,245.11182403846152
5,45,51,34,151.85958969230768
6,44,39,34,419.317888
7,38,59,34,423.63022523076927
8,77,34,34,297.504448
9,36,47,34,758.2215769230769
10,73,39,34,220.2881261538461
11,77,42,34,1164.9345178846154
12,64,58,34,1541.7124246153846
13,35,48,34,400.30542346153845
14,67,55,34,607.4084
15,57,30,34,1310.1816323076926
16,32,31,34,955.9051778846152
17,31,59,34,847.6870615384614
18,35,61,34,857.2358342307693
19,43,61,34,481.2311495
0,70,59,35,1212.7632748076924
1,37,34,35,204.9523823846154
2,31,49,35,1079.9337984615386
3,77,44,35,537.9391430769231
4,47,49,35,245.11182403846152
5,45,51,35,151.85958969230768
6,44,39,35,419.317888
7,38,59,35,423.63022523076927
8,77,34,35,297.504448
9,36,47,35,758.2215769230769
10,73,39,35,220.2881261538461
11,77,42,35,1164.9345178846154
12,64,58,35,1541.7124246153846
13,35,48,35,400.30542346153845
14,67,55,35,607.4084
15,57,30,35,1310.1816323076926
16,32,31,35,955.9051778846152
17,31,59,35,847.6870615384614
18,35,61,35,857.2358342307693
19,43,61,35,481.2311495
0,70,59,36,1212.7632748076924
1,37,34,36,204.9523823846154
2,31,49,36,1079.9337984615386
3,77,44,36,537.9391430769231
4,47,49,36,245.11182403846152
5,45,51,36,151.85958969230768
6,44,39,36,419.317888
7,38,59,36,423.63022523076927
8,77,34,36,297.504448
9,36,47,36,758.2215769230769
10,73,39,36,220.2881261538461
11,77,42,36,1164.9345178846154
12,64,58,36,1541.7124246153846
13,35,48,36,400.30542346153845
14,67,55,36,607.4084
15,57,30,36,1310.1816323076926
16,32,31,36,955.9051778846152
17,31,59,36,847.6870615384614
18,35,61,36,857.2358342307693
19,43,61,36,481.2311495
0,70,59,37,1212.7632748076924
1,37,34,37,204.9523823846154
2,31,49,37,1079.9337984615386
3,77,44,37,537.9391430769231
4,47,49,37,245.11182403846152
5,45,51,37,151.85958969230768
6,44,39,37,419.317888
7,38,59,37,423.63022523076927
8,77,34,37,297.504448
9,36,47,37,758.2215769230769
10,73,39,37,220.2881261538461
11,77,42,37,1164.9345178846154
12,64,58,37,1541.7124246153846
13,35,48,37,400.30542346153845
14,67,55,37,607.4084
15,57,30,37,1310.1816323076926
16,32,31,37,955.9051778846152
17,31,59,37,847.6870615384614
18,35,61,37,857.2358342307693
19,43,61,37,481.2311495
0,70,59,38,1212.7632748076924
1,37,34,38,204.9523823846154
2,31,49,38,1079.9337984615386
3,77,44,38,537.9391430769231
4,47,49,38,245.11182403846152
5,45,51,38,151.85958969230768
6,44,39,38,419.317888
7,38,59,38,423.63022523076927
8,77,34,38,297.504448
9,36,47,38,758.2215769230769
10,73,39,38,220.2881261538461
11,77,42,38,1164.9345178846154
12,64,58,38,1541.7124246153846
13,35,48,38,400.30542346153845
14,67,55,38,607.4084
15,57,30,38,1310.1816323076926
16,32,31,38,955.9051778846152
17,31,59,38,847.6870615384614
18,35,61,38,857.2358342307693
19,43,61,38,481.2311495
0,70,59,39,1212.7632748076924
1,37,34,39,204.9523823846154
2,31,49,39,1079.9337984615386
3,77,44,39,537.9391430769231
4,47,49,39,245.11182403846152
5,45,51,39,151.85958969230768
6,44,39,39,419.317888
7,38,59,39,423.63022523076927
8,77,34,39,297.504448
9,36,47,39,758.2215769230769
10,73,39,39,220.2881261538461
11,77,42,39,1164.9345178846154
12,64,58,39,1541.7124246153846
13,35,48,39,400.30542346153845
14,67,55,39,607.4084
15,57,30,39,1310.1816323076926
16,32,31,39,955.9051778846152
17,31,59,39,847.6870615384614
18,35,61,39,857.2358342307693
19,43,61,39,481.2311495
0,70,59,40,1212.7632748076924
1,37,34,40,204.9523823846154
2,31,49,40,1079.9337984615386
3,77,44,40,537.9391430769231
4,47,49,40,245.11182403846152
5,45,51,40,151.85958969230768
6,44,39,40,419.317888
7,38,59,40,423.63022523076927
8,77,34,40,297.504448
9,36,47,40,758.2215769230769
10,73,39,40,220.2881261538461
11,77,42,40,1164.9345178846154
12,64,58,40,1541.7124246153846
13,35,48,40,400.30542346153845
14,67,55,40,607.4084
15,57,30,40,1310.1816323076926
16,32,31,40,955.9051778846152
17,31,59,40,847.6870615384614
18,35,61,40,857.2358342307693
19,43,61,40,481.2311495
0,70,59,41,1212.7632748076924
1,37,34,41,204.9523823846154
2,31,49,41,1079.9337984615386
3,77,44,41,537.9391430769231
4,47,49,41,245.11182403846152
5,45,51,41,151.85958969230768
6,44,39,41,419.317888
7,38,59,41,423.63022523076927
8,77,34,41,297.504448
9,36,47,41,758.2215769230769
10,73,39,41,220.2881261538461
11,77,42,41,1164.9345178846154
12,64,58,41,1541.7124246153846
13,35,48,41,400.30542346153845
14,67,55,41,607.4084
15,57,30,41,1310.1816323076926
16,32,31,41,955.9051778846152
17,31,59,41,847.6870615384614
18,35,61,41,857.2358342307693
19,43,61,41,481.2311495
0,70,59,42,1212.7632748076924
1,37,34,42,204.9523823846154
2,31,49,42,1079.9337984615386
3,77,44,42,537.9391430769231
4,47,49,42,245.11182403846152
5,45,51,42,151.85958969230768
6,44,39,42,419.317888
7,38,59,42,423.63022523076927
8,77,34,42,297.504448
9,36,47,42,758.2215769230769
10,73,39,42,220.2881261538461
11,77,42,42,1164.9345178846154
12,64,58,42,1541.7124246153846
13,35,48,42,400.30542346153845
14,67,55,42,607.4084
15,57,30,42,1310.1816323076926
16,32,31,42,955.9051778846152
17,31,59,42,847.6870615384614
18,35,61,42,857.2358342307693
19,43,61,42,481.2311495
0,70,59,43,1212.7632748076924
1,37,34,43,204.9523823846154
2,31,49,43,1079.9337984615386
3,77,44,43,537.9391430769231
4,47,49,43,245.11182403846152
5,45,51,43,151.85958969230768
6,44,39,43,419.317888
7,38,59,43,423.63022523076927
8,77,34,43,297.504448
9,36,47,43,758.2215769230769
10,73,39,43,220.2881261538461
11,77,42,43,1164.9345178846154
12,64,58,43,1541.7124246153846
13,35,48,43,400.30542346153845
14,67,55,43,607.4084
15,57,30,43,1310.1816323076926
16,32,31,43,955.9051778846152
17,31,59,43,847.6870615384614
18,35,61,43,857.2358342307693
19,43,61,43,481.2311495
0,70,59,44,1212.7632748076924
1,37,34,44,204.9523823846154
2,31,49,44,1079.9337984615386
3,77,44,44,537.9391430769231
4,47,49,44,245.11182403846152
5,45,51,44,151.85958969230768
6,44,39,44,419.317888
7,38,59,44,423.63022523076927
8,77,34,44,297.504448
9,36,47,44,758.2215769230769
