,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
16,37,37,1,"(37, 37, 1)",r:37_c:37_sp:1,p_inst:0,1.0,4.420661910121886251090472796931862831115722656250000000000000
17,32,8,1,"(32, 8, 1)",r:32_c:8_sp:1,p_inst:0,1.0,0.91896867932328341055381315527483820915222167968750000000000
18,9,28,1,"(9, 28, 1)",r:9_c:28_sp:1,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
19,31,38,1,"(31, 38, 1)",r:31_c:38_sp:1,p_inst:0,1.0,0.024634978502841142072865565637584950309246778488159179687500
20,22,11,2,"(22, 11, 2)",r:22_c:11_sp:2,p_inst:0,1.0,2.85697529527385515879522870363871334120631217956542968750e-03
21,9,40,2,"(9, 40, 2)",r:9_c:40_sp:2,p_inst:0,1.0,34.1697245805906746340951940510421991348266601562500000000000
22,17,43,2,"(17, 43, 2)",r:17_c:43_sp:2,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
23,43,23,2,"(43, 23, 2)",r:43_c:23_sp:2,p_inst:0,1.0,12.51090319869932443452853476628661155700683593750000000000000
24,33,31,2,"(33, 31, 2)",r:33_c:31_sp:2,p_inst:0,1.0,0.051209532830231566102874296575464541092514991760253906250000
25,26,22,2,"(26, 22, 2)",r:26_c:22_sp:2,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
26,37,37,2,"(37, 37, 2)",r:37_c:37_sp:2,p_inst:0,1.0,6.22678333643735069241609281220917182508856058120727539062e-03
27,32,8,2,"(32, 8, 2)",r:32_c:8_sp:2,p_inst:0,1.0,0.06086444735307539738444759791491378564387559890747070312500
28,9,28,2,"(9, 28, 2)",r:9_c:28_sp:2,p_inst:0,1.0,0.07984291509445687329282748123659985139966011047363281250000
29,31,38,2,"(31, 38, 2)",r:31_c:38_sp:2,p_inst:0,1.0,72.52579875876999437878112075850367546081542968750000000000000
30,22,11,3,"(22, 11, 3)",r:22_c:11_sp:3,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
31,9,40,3,"(9, 40, 3)",r:9_c:40_sp:3,p_inst:0,1.0,0.05214923447727291133668714451232517603784799575805664062500
32,17,43,3,"(17, 43, 3)",r:17_c:43_sp:3,p_inst:0,1.0,2.374998330348485175989026174647733569145202636718750000000000
33,43,23,3,"(43, 23, 3)",r:43_c:23_sp:3,p_inst:0,1.0,36.55350278174493183769300230778753757476806640625000000000000
34,33,31,3,"(33, 31, 3)",r:33_c:31_sp:3,p_inst:0,1.0,3.379388085730624435853997056256048381328582763671875000000000
35,26,22,3,"(26, 22, 3)",r:26_c:22_sp:3,p_inst:0,1.0,0.262406651257305278956977190318866632878780364990234375000000
36,37,37,3,"(37, 37, 3)",r:37_c:37_sp:3,p_inst:0,1.0,1.314908628027724457609792807488702237606048583984375000000000
37,32,8,3,"(32, 8, 3)",r:32_c:8_sp:3,p_inst:0,1.0,1.8074894274439279229227395262569189071655273437500000000e+02
38,9,28,3,"(9, 28, 3)",r:9_c:28_sp:3,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
39,31,38,3,"(31, 38, 3)",r:31_c:38_sp:3,p_inst:0,1.0,0.439973976448140680073350949896848760545253753662109375000000
40,22,11,4,"(22, 11, 4)",r:22_c:11_sp:4,p_inst:0,1.0,0.072712950404917514601876860069751273840665817260742187500000
41,9,40,4,"(9, 40, 4)",r:9_c:40_sp:4,p_inst:0,1.0,0.06469007499608826761150481843287707306444644927978515625000
42,17,43,4,"(17, 43, 4)",r:17_c:43_sp:4,p_inst:0,1.0,0.695438089319447394487383462546858936548233032226562500000000
43,43,23,4,"(43, 23, 4)",r:43_c:23_sp:4,p_inst:0,1.0,0.665714433631804824997857394919265061616897583007812500000000
44,33,31,4,"(33, 31, 4)",r:33_c:31_sp:4,p_inst:0,1.0,3.08897973227438256763055512976734462426975369453430175781e-03
45,26,22,4,"(26, 22, 4)",r:26_c:22_sp:4,p_inst:0,1.0,0.013297754945241851975978875088912900537252426147460937500000
46,37,37,4,"(37, 37, 4)",r:37_c:37_sp:4,p_inst:0,1.0,19.67947905510661499306479527149349451065063476562500000000000
47,32,8,4,"(32, 8, 4)",r:32_c:8_sp:4,p_inst:0,1.0,0.05150346821903726418634406059027242008596658706665039062500
48,9,28,4,"(9, 28, 4)",r:9_c:28_sp:4,p_inst:0,1.0,0.02878768822304355115559992839280312182381749153137207031250
49,31,38,4,"(31, 38, 4)",r:31_c:38_sp:4,p_inst:0,1.0,7.84836768434951821682421524428718839772045612335205078125e-03
50,22,11,5,"(22, 11, 5)",r:22_c:11_sp:5,p_inst:0,1.0,2.58112423191706000125122955068945884704589843750000000000e+02
51,9,40,5,"(9, 40, 5)",r:9_c:40_sp:5,p_inst:0,1.0,3.36553078312774500702175828337203711271286010742187500000000
52,17,43,5,"(17, 43, 5)",r:17_c:43_sp:5,p_inst:0,1.0,2.888159978450332676658263153512962162494659423828125000000000
53,43,23,5,"(43, 23, 5)",r:43_c:23_sp:5,p_inst:0,1.0,1.431172197017036795685385186516214162111282348632812500000000
54,33,31,5,"(33, 31, 5)",r:33_c:31_sp:5,p_inst:0,1.0,61.43545790382506766036385670304298400878906250000000000000000
55,26,22,5,"(26, 22, 5)",r:26_c:22_sp:5,p_inst:0,1.0,0.125122005758289522869830534546053968369960784912109375000000
56,37,37,5,"(37, 37, 5)",r:37_c:37_sp:5,p_inst:0,1.0,0.010884126041894762876305335908000415656715631484985351562500
57,32,8,5,"(32, 8, 5)",r:32_c:8_sp:5,p_inst:0,1.0,3.24496220929421186340846361417789012193679809570312500000000
58,9,28,5,"(9, 28, 5)",r:9_c:28_sp:5,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
59,31,38,5,"(31, 38, 5)",r:31_c:38_sp:5,p_inst:0,1.0,8.006209023690368908887649013195186853408813476562500000000000
60,22,11,6,"(22, 11, 6)",r:22_c:11_sp:6,p_inst:0,1.0,5.196624091830515546064361842582002282142639160156250000000000
61,9,40,6,"(9, 40, 6)",r:9_c:40_sp:6,p_inst:0,1.0,0.19554140789090213026213405100861564278602600097656250000000
62,17,43,6,"(17, 43, 6)",r:17_c:43_sp:6,p_inst:0,1.0,29.03682937413026010631256212946027517318725585937500000000000
63,43,23,6,"(43, 23, 6)",r:43_c:23_sp:6,p_inst:0,1.0,0.016490227319813987455487946931498299818485975265502929687500
64,33,31,6,"(33, 31, 6)",r:33_c:31_sp:6,p_inst:0,1.0,41.56889316087241326158618903718888759613037109375000000000000
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,3.098419853624164499450444054673425853252410888671875000000000
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,1.041345439165282105165033499361015856266021728515625000000000
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,5.7952565710966800777842466985134706192184239625930786133e-04
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,0.22735275507971336450552257701929192990064620971679687500000
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,22.00839303378809574951446847990155220031738281250000000000000
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,11.28265056368166519007445458555594086647033691406250000000000
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,20.1712227661633392017392907291650772094726562500000000000000
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,0.021735604204635692454639084303380514029413461685180664062500
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,20.13861820513669087517882871907204389572143554687500000000000
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,4.87831012093149979591544251888990402221679687500000000000e+02
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,1.59742338670145613832573872059583663940429687500000000000e+02
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,1.02476526027015779618523083627223968505859375000000000000e+02
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,16.7723569314733609303402772638946771621704101562500000000000
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,0.09236928625086644750741271536753629334270954132080078125000
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,23.59568297875678055675052746664732694625854492187500000000000
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,13.1997093170465262801371864043176174163818359375000000000000
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,0.010579519827097302875351658713043434545397758483886718750000
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,2.103356748041003587701425203704275190830230712890625000000000
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,0.163845064821884683903263635329494718462228775024414062500000
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,24.62265380212789978031651116907596588134765625000000000000000
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,35.57038998670892482323324657045304775238037109375000000000000
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,0.21945602448235734804882213211385533213615417480468750000000
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,0.01706271871780870932888696245299797737970948219299316406250
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,9.68967200787686742946558382527655339799821376800537109375e-03
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,6.335842340426499852412689506309106945991516113281250000000000
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,0.82875110376477034712650038272840902209281921386718750000000
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,0.633683543519962033663261991023318842053413391113281250000000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,8.10495928452527694164919669361779597238637506961822509766e-04
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,0.011113037638472541418499517362761253025382757186889648437500
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,0.056341526333205237120349551105391583405435085296630859375000
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,15.7012289556251101174666473525576293468475341796875000000000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,4.0653638142157692489386811018903244985267519950866699219e-04
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,0.035255537136540865406075795362994540482759475708007812500000
