name,value,group,weight
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp203,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp204,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp205,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp206,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp207,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp208,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp209,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp21,2219.31,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp210,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp211,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp22,2211.95,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp23,2211.95,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp24,2204.58,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp25,2204.58,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp26,2197.22,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp27,2197.22,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp28,2189.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp29,2189.86,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp3,2285.57,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp30,2182.49,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp31,2182.49,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp32,2175.13,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp33,2175.13,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp34,2167.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp35,2167.77,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp36,2160.41,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp37,2160.41,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp38,2153.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp39,2153.04,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp4,2278.21,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp40,2145.68,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp41,2145.68,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp42,2138.32,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp43,2138.32,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp44,2130.96,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp45,2130.96,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp46,2123.59,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp47,2123.59,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp48,2116.23,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp49,2116.23,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp5,2278.21,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp50,2108.87,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp51,2108.87,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp52,2101.51,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp53,2101.51,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp54,2094.14,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp55,2094.14,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp56,2086.78,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp57,2086.78,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp58,2079.42,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp59,2079.42,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp6,2270.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp60,2072.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp61,2072.05,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp62,2064.69,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp63,2064.69,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp64,2057.33,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp65,2057.33,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp66,2049.97,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp67,2049.97,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp68,2042.6,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp69,2042.6,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp7,2270.85,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp70,2035.24,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp71,2035.24,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp72,2027.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp73,2027.88,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp74,2020.52,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp75,2020.52,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp76,2013.15,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp77,2013.15,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp78,2005.79,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp79,2005.79,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp8,2263.48,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp80,1998.43,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp81,1998.43,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp82,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp83,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp84,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp85,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp86,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp87,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp88,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp89,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp9,2263.48,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp90,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp91,1991.07,oname:obs.csv_otype:lst_usecol:obsval,10
oname:obs.csv_otype:lst_usecol:obsval_obsnme:hd_p0_cp92,2292.93,oname:obs.csv_otype:lst_usecol:obsval,10
