obsnme,obsval,weight,obsgp
hd_p0_cp160,2292.934065929834,1.0,head
hd_p0_cp161,1991.065934067904,1.0,head
hd_p0_cp162,2292.934065915288,1.0,head
hd_p0_cp163,1991.0659340678517,1.0,head
hd_p0_cp164,2292.934065817402,1.0,head
hd_p0_cp165,1991.0659340674765,1.0,head
hd_p0_cp166,2292.9340652310643,1.0,head
hd_p0_cp167,1991.0659340650009,1.0,head
hd_p0_cp168,2292.9340622206637,1.0,head
hd_p0_cp169,1991.0659340502398,1.0,head
hd_p0_cp170,2292.9340497948233,1.0,head
hd_p0_cp171,1991.0659339728113,1.0,head
hd_p0_cp172,2292.9340135833827,1.0,head
hd_p0_cp173,1991.065933629606,1.0,head
hd_p0_cp174,2292.9339637307103,1.0,head
hd_p0_cp175,1991.0659324288938,1.0,head
hd_p0_cp176,2292.9340147131693,1.0,head
hd_p0_cp177,1991.0659295446476,1.0,head
hd_p0_cp178,2292.9340504763945,1.0,head
hd_p0_cp179,1991.0659265272077,1.0,head
hd_p0_cp180,2292.934062450712,1.0,head
hd_p0_cp181,1991.0659300692623,1.0,head
hd_p0_cp182,2292.934065287758,1.0,head
hd_p0_cp183,1991.065932771104,1.0,head
hd_p0_cp184,2292.934065828754,1.0,head
hd_p0_cp185,1991.0659337540926,1.0,head
hd_p0_cp186,2292.9340659172426,1.0,head
hd_p0_cp187,1991.0659340057232,1.0,head
hd_p0_cp188,2292.934065930134,1.0,head
hd_p0_cp189,1991.065934057274,1.0,head
hd_p0_cp190,2292.9340659318486,1.0,head
hd_p0_cp191,1991.0659340662878,1.0,head
hd_p0_cp192,2292.93406593206,1.0,head
hd_p0_cp193,1991.0659340676855,1.0,head
hd_p0_cp194,2292.9340659320837,1.0,head
hd_p0_cp195,1991.0659340678826,1.0,head
hd_p0_cp196,2292.934065932087,1.0,head
hd_p0_cp197,1991.0659340679085,1.0,head
hd_p0_cp198,2292.9340659320874,1.0,head
hd_p0_cp199,1991.0659340679115,1.0,head
hd_p0_cp200,2292.9340659320874,1.0,head
hd_p0_cp201,1991.0659340679115,1.0,head
hd_p0_cp202,2292.934065932088,1.0,head
hd_p0_cp203,1991.0659340679115,1.0,head
hd_p0_cp204,2292.934065932088,1.0,head
hd_p0_cp205,1991.0659340679115,1.0,head
hd_p0_cp206,2292.934065932088,1.0,head
hd_p0_cp207,1991.0659340679115,1.0,head
hd_p0_cp208,2292.934065932088,1.0,head
hd_p0_cp209,1991.0659340679115,1.0,head
hd_p0_cp210,2292.934065932088,1.0,head
hd_p0_cp211,1991.0659340679115,1.0,head
hd_p1_cp0,2292.934065932969,1.0,head
hd_p1_cp1,2292.934065932969,1.0,head
hd_p1_cp2,2285.5714285706817,1.0,head
hd_p1_cp3,2285.5714285706817,1.0,head
hd_p1_cp4,2278.208791209318,1.0,head
hd_p1_cp5,2278.208791209318,1.0,head
hd_p1_cp6,2270.84615384703,1.0,head
hd_p1_cp7,2270.84615384703,1.0,head
hd_p1_cp8,2263.483516482969,1.0,head
hd_p1_cp9,2263.483516482969,1.0,head
hd_p1_cp10,2256.120879120681,1.0,head
hd_p1_cp11,2256.1208791206814,1.0,head
hd_p1_cp12,2248.7582417593167,1.0,head
hd_p1_cp13,2248.758241759319,1.0,head
hd_p1_cp14,2241.3956043970225,1.0,head
hd_p1_cp15,2241.3956043970297,1.0,head
hd_p1_cp16,2234.0329670329284,1.0,head
hd_p1_cp17,2234.032967032956,1.0,head
hd_p1_cp18,2226.670329670506,1.0,head
hd_p1_cp19,2226.670329670556,1.0,head
hd_p1_cp20,2219.3076923087174,1.0,head
hd_p1_cp21,2219.3076923082945,1.0,head
hd_p1_cp22,2211.945054945486,1.0,head
hd_p1_cp23,2211.945054939262,1.0,head
hd_p1_cp24,2204.5824175804137,1.0,head
hd_p1_cp25,2204.5824175289667,1.0,head
hd_p1_cp26,2197.2197802184883,1.0,head
hd_p1_cp27,2197.219779884341,1.0,head
hd_p1_cp28,2189.857142856598,1.0,head
hd_p1_cp29,2189.8571410440522,1.0,head
hd_p1_cp30,2182.4945054928266,1.0,head
hd_p1_cp31,2182.4944974471277,1.0,head
hd_p1_cp32,2175.131868130645,1.0,head
hd_p1_cp33,2175.1318414919815,1.0,head
hd_p1_cp34,2167.7692307693114,1.0,head
hd_p1_cp35,2167.7691777496966,1.0,head
hd_p1_cp36,2160.406593407028,1.0,head
hd_p1_cp37,2160.406566768324,1.0,head
hd_p1_cp38,2153.043956042966,1.0,head
hd_p1_cp39,2153.043947997095,1.0,head
hd_p1_cp40,2145.6813186806594,1.0,head
hd_p1_cp41,2145.6813168675385,1.0,head
hd_p1_cp42,2138.3186813191855,1.0,head
hd_p1_cp43,2138.318680983658,1.0,head
hd_p1_cp44,2130.956043956274,1.0,head
hd_p1_cp45,2130.9560439031875,1.0,head
hd_p1_cp46,2123.5934065889924,1.0,head
hd_p1_cp47,2123.5934065852325,1.0,head
hd_p1_cp48,2116.230769211818,1.0,head
hd_p1_cp49,2116.230769229662,1.0,head
hd_p1_cp50,2108.868131790502,1.0,head
hd_p1_cp51,2108.8681318691883,1.0,head
hd_p1_cp52,2101.505494226142,1.0,head
hd_p1_cp53,2101.5054945069824,1.0,head
hd_p1_cp54,2094.1428563295135,1.0,head
hd_p1_cp55,2094.142857142804,1.0,head
hd_p1_cp56,2086.7802180111516,1.0,head
hd_p1_cp57,2086.780219779998,1.0,head
hd_p1_cp58,2079.417579909966,1.0,head
hd_p1_cp59,2079.417582417193,1.0,head
hd_p1_cp60,2072.0549432840935,1.0,head
hd_p1_cp61,2072.054945053002,1.0,head
hd_p1_cp62,2064.692306877077,1.0,head
hd_p1_cp63,2064.6923076906864,1.0,head
hd_p1_cp64,2057.3296700470555,1.0,head
hd_p1_cp65,2057.329670329319,1.0,head
hd_p1_cp66,2049.9670328831307,1.0,head
hd_p1_cp67,2049.96703296703,1.0,head
hd_p1_cp68,2042.604395570444,1.0,head
hd_p1_cp69,2042.604395602969,1.0,head
hd_p1_cp70,2035.2417582140883,1.0,head
hd_p1_cp71,2035.2417582406813,1.0,head
hd_p1_cp72,2027.8791208648997,1.0,head
hd_p1_cp73,2027.879120879318,1.0,head
hd_p1_cp74,2020.5164835118094,1.0,head
hd_p1_cp75,2020.5164835170294,1.0,head
hd_p1_cp76,2013.1538461515408,1.0,head
hd_p1_cp77,2013.1538461529683,1.0,head
hd_p1_cp78,2005.791208790361,1.0,head
hd_p1_cp79,2005.7912087906802,1.0,head
hd_p1_cp80,1998.4285714292562,1.0,head
hd_p1_cp81,1998.4285714293173,1.0,head
hd_p1_cp82,1991.0659340670186,1.0,head
hd_p1_cp83,1991.0659340670297,1.0,head
hd_p1_cp84,2292.934065932969,1.0,head
hd_p1_cp85,1991.0659340669392,1.0,head
hd_p1_cp86,2292.934065932969,1.0,head
hd_p1_cp87,1991.0659340662926,1.0,head
hd_p1_cp88,2292.934065932969,1.0,head
hd_p1_cp89,1991.0659340614372,1.0,head
hd_p1_cp90,2292.9340659329696,1.0,head
hd_p1_cp91,1991.065934028128,1.0,head
hd_p1_cp92,2292.934065932969,1.0,head
hd_p1_cp93,1991.065933824591,1.0,head
hd_p1_cp94,2292.934065932969,1.0,head
hd_p1_cp95,1991.0659327577378,1.0,head
hd_p1_cp96,2292.934065932968,1.0,head
hd_p1_cp97,1991.0659282577933,1.0,head
hd_p1_cp98,2292.934065932965,1.0,head
hd_p1_cp99,1991.0659148349707,1.0,head
hd_p1_cp100,2292.9340659329596,1.0,head
hd_p1_cp101,1991.065895790434,1.0,head
hd_p1_cp102,2292.934065932955,1.0,head
hd_p1_cp103,1991.0659148349712,1.0,head
hd_p1_cp104,2292.934065932959,1.0,head
hd_p1_cp105,1991.0659282577926,1.0,head
hd_p1_cp106,2292.934065932959,1.0,head
hd_p1_cp107,1991.065932757737,1.0,head
hd_p1_cp108,2292.934065932942,1.0,head
hd_p1_cp109,1991.0659338245905,1.0,head
hd_p1_cp110,2292.934065932884,1.0,head
hd_p1_cp111,1991.0659340281263,1.0,head
hd_p1_cp112,2292.9340659327663,1.0,head
hd_p1_cp113,1991.0659340614357,1.0,head
hd_p1_cp114,2292.9340659326595,1.0,head
hd_p1_cp115,1991.0659340662926,1.0,head
hd_p1_cp116,2292.9340659327663,1.0,head
hd_p1_cp117,1991.0659340669386,1.0,head
hd_p1_cp118,2292.934065932885,1.0,head
hd_p1_cp119,1991.0659340670186,1.0,head
hd_p1_cp120,2292.9340659329437,1.0,head
hd_p1_cp121,1991.0659340670284,1.0,head
hd_p1_cp122,2292.9340659329628,1.0,head
hd_p1_cp123,1991.0659340670297,1.0,head
hd_p1_cp124,2292.934065932968,1.0,head
hd_p1_cp125,1991.0659340670297,1.0,head
hd_p1_cp126,2292.934065932969,1.0,head
hd_p1_cp127,1991.0659340670297,1.0,head
hd_p1_cp128,2292.934065932969,1.0,head
hd_p1_cp129,1991.0659340670297,1.0,head
hd_p1_cp130,2292.9340659329696,1.0,head
hd_p1_cp131,1991.0659340670297,1.0,head
hd_p1_cp132,2292.934065932969,1.0,head
hd_p1_cp133,1991.0659340670297,1.0,head
hd_p1_cp134,2292.9340659329687,1.0,head
hd_p1_cp135,1991.0659340670297,1.0,head
hd_p1_cp136,2292.9340659329664,1.0,head
hd_p1_cp137,1991.0659340670295,1.0,head
hd_p1_cp138,2292.934065932962,1.0,head
hd_p1_cp139,1991.065934067029,1.0,head
hd_p1_cp140,2292.93406593295,1.0,head
hd_p1_cp141,1991.0659340670281,1.0,head
hd_p1_cp142,2292.9340659329405,1.0,head
hd_p1_cp143,1991.0659340670263,1.0,head
hd_p1_cp144,2292.93406593295,1.0,head
hd_p1_cp145,1991.0659340670218,1.0,head
hd_p1_cp146,2292.93406593296,1.0,head
hd_p1_cp147,1991.0659340670152,1.0,head
hd_p1_cp148,2292.934065932964,1.0,head
hd_p1_cp149,1991.0659340670115,1.0,head
hd_p1_cp150,2292.934065932955,1.0,head
hd_p1_cp151,1991.0659340670152,1.0,head
hd_p1_cp152,2292.9340659328745,1.0,head
hd_p1_cp153,1991.065934067021,1.0,head
hd_p1_cp154,2292.93406593226,1.0,head
hd_p1_cp155,1991.0659340670218,1.0,head
hd_p1_cp156,2292.934065927833,1.0,head
hd_p1_cp157,1991.0659340669968,1.0,head
hd_p1_cp158,2292.9340658978763,1.0,head
hd_p1_cp159,1991.0659340668078,1.0,head
hd_p1_cp160,2292.9340657093326,1.0,head
hd_p1_cp161,1991.0659340655448,1.0,head
hd_p1_cp162,2292.9340646201204,1.0,head
hd_p1_cp163,1991.0659340576908,1.0,head
hd_p1_cp164,2292.9340589505264,1.0,head
hd_p1_cp165,1991.065934012527,1.0,head
hd_p1_cp166,2292.934033048789,1.0,head
hd_p1_cp167,1991.0659337757638,1.0,head
hd_p1_cp168,2292.933933252275,1.0,head
hd_p1_cp169,1991.0659326658758,1.0,head
hd_p1_cp170,2292.9336300922278,1.0,head
hd_p1_cp171,1991.065928138818,1.0,head
hd_p1_cp172,2292.9329970927442,1.0,head
hd_p1_cp173,1991.0659127206784,1.0,head
hd_p1_cp174,2292.9324169038887,1.0,head
hd_p1_cp175,1991.0658717966817,1.0,head
hd_p1_cp176,2292.9330199058645,1.0,head
hd_p1_cp177,1991.0657981487902,1.0,head
hd_p1_cp178,2292.9336483104867,1.0,head
hd_p1_cp179,1991.0657406243379,1.0,head
hd_p1_cp180,2292.9339413936423,1.0,head
hd_p1_cp181,1991.0657838280483,1.0,head
hd_p1_cp182,2292.9340356815783,1.0,head
hd_p1_cp183,1991.065775220804,1.0,head
hd_p1_cp184,2292.9340596344637,1.0,head
hd_p1_cp185,1991.0656818310372,1.0,head
hd_p1_cp186,2292.934064771192,1.0,head
hd_p1_cp187,1991.0658209530661,1.0,head
hd_p1_cp188,2292.9340657387334,1.0,head
hd_p1_cp189,1991.065903026383,1.0,head
hd_p1_cp190,2292.9340659030413,1.0,head
hd_p1_cp191,1991.0659276407823,1.0,head
hd_p1_cp192,2292.934065928666,1.0,head
hd_p1_cp193,1991.0659329645957,1.0,head
hd_p1_cp194,2292.934065932386,1.0,head
hd_p1_cp195,1991.0659339019694,1.0,head
hd_p1_cp196,2292.934065932894,1.0,head
hd_p1_cp197,1991.0659340447532,1.0,head
hd_p1_cp198,2292.9340659329596,1.0,head
hd_p1_cp199,1991.06593406426,1.0,head
hd_p1_cp200,2292.934065932968,1.0,head
hd_p1_cp201,1991.0659340667073,1.0,head
hd_p1_cp202,2292.934065932969,1.0,head
hd_p1_cp203,1991.0659340669938,1.0,head
hd_p1_cp204,2292.934065932969,1.0,head
hd_p1_cp205,1991.0659340670252,1.0,head
hd_p1_cp206,2292.934065932969,1.0,head
hd_p1_cp207,1991.065934067029,1.0,head
hd_p1_cp208,2292.934065932969,1.0,head
hd_p1_cp209,1991.0659340670297,1.0,head
hd_p1_cp210,2292.934065932969,1.0,head
hd_p1_cp211,1991.0659340670297,1.0,head
hd_p2_cp0,2292.934065933368,1.0,head
hd_p2_cp1,2292.9340659333675,1.0,head
hd_p2_cp2,2285.57142857093,1.0,head
hd_p2_cp3,2285.57142857093,1.0,head
hd_p2_cp4,2278.2087912090683,1.0,head
hd_p2_cp5,2278.2087912090687,1.0,head
hd_p2_cp6,2270.846153846629,1.0,head
hd_p2_cp7,2270.84615384663,1.0,head
hd_p2_cp8,2263.4835164833585,1.0,head
hd_p2_cp9,2263.4835164833676,1.0,head
hd_p2_cp10,2256.120879120873,1.0,head
hd_p2_cp11,2256.1208791209247,1.0,head
hd_p2_cp12,2248.7582417587796,1.0,head
hd_p2_cp13,2248.75824175903,1.0,head
hd_p2_cp14,2241.3956043953126,1.0,head
hd_p2_cp15,2241.395604396328,1.0,head
hd_p2_cp16,2234.0329670280935,1.0,head
hd_p2_cp17,2234.0329670311294,1.0,head
hd_p2_cp18,2226.6703296529563,1.0,head
hd_p2_cp19,2226.670329655354,1.0,head
hd_p2_cp20,2219.3076922593277,1.0,head
hd_p2_cp21,2219.3076922079954,1.0,head
hd_p2_cp22,2211.945054842945,1.0,head
hd_p2_cp23,2211.945054342215,1.0,head
hd_p2_cp24,2204.5824174404725,1.0,head
hd_p2_cp25,2204.582414307517,1.0,head
hd_p2_cp26,2197.219780116396,1.0,head
hd_p2_cp27,2197.2197644935104,1.0,head
hd_p2_cp28,2189.857142807213,1.0,head
hd_p2_cp29,2189.8570781507465,1.0,head
hd_p2_cp30,2182.49450547548,1.0,head
hd_p2_cp31,2182.4942887177294,1.0,head
hd_p2_cp32,2175.131868125673,1.0,head
hd_p2_cp33,2175.1313261455493,1.0,head
hd_p2_cp34,2167.76923076775,1.0,head
hd_p2_cp35,2167.768380028446,1.0,head
hd_p2_cp36,2160.406593406314,1.0,head
hd_p2_cp37,2160.4060514212315,1.0,head
hd_p2_cp38,2153.043956043145,1.0,head
hd_p2_cp39,2153.0437392676477,1.0,head
hd_p2_cp40,2145.681318679976,1.0,head
hd_p2_cp41,2145.681253974739,1.0,head
hd_p2_cp42,2138.318681314077,1.0,head
hd_p2_cp43,2138.3186655925783,1.0,head
hd_p2_cp44,2130.956043932236,1.0,head
hd_p2_cp45,2130.956040681082,1.0,head
hd_p2_cp46,2123.5934064844478,1.0,head
hd_p2_cp47,2123.5934059890274,1.0,head
hd_p2_cp48,2116.2307687939524,1.0,head
hd_p2_cp49,2116.2307691298565,1.0,head
hd_p2_cp50,2108.8681303276385,1.0,head
hd_p2_cp51,2108.8681318534436,1.0,head
hd_p2_cp52,2101.505489866846,1.0,head
hd_p2_cp53,2101.5054945042457,1.0,head
hd_p2_cp54,2094.142845731308,1.0,head
hd_p2_cp55,2094.142857142677,1.0,head
hd_p2_cp56,2086.7801983116965,1.0,head
hd_p2_cp57,2086.7802197798956,1.0,head
hd_p2_cp58,2079.417554606724,1.0,head
hd_p2_cp59,2079.4175824168965,1.0,head
hd_p2_cp60,2072.054923577739,1.0,head
hd_p2_cp61,2072.0549450534354,1.0,head
hd_p2_cp62,2064.692296247004,1.0,head
hd_p2_cp63,2064.6923076909434,1.0,head
hd_p2_cp64,2057.329665574477,1.0,head
hd_p2_cp65,2057.32967032907,1.0,head
hd_p2_cp66,2049.9670310924944,1.0,head
hd_p2_cp67,2049.9670329666287,1.0,head
hd_p2_cp68,2042.6043944427452,1.0,head
hd_p2_cp69,2042.6043956033643,1.0,head
hd_p2_cp70,2035.2417571062879,1.0,head
hd_p2_cp71,2035.2417582409246,1.0,head
hd_p2_cp72,2027.8791201310253,1.0,head
hd_p2_cp73,2027.8791208790626,1.0,head
hd_p2_cp74,2020.5164831789164,1.0,head
hd_p2_cp75,2020.516483516625,1.0,head
hd_p2_cp76,2013.153846037524,1.0,head
hd_p2_cp77,2013.153846153364,1.0,head
hd_p2_cp78,2005.7912087585216,1.0,head
hd_p2_cp79,2005.7912087909272,1.0,head
hd_p2_cp80,1998.4285714213245,1.0,head
hd_p2_cp81,1998.4285714290677,1.0,head
hd_p2_cp82,1991.065934064999,1.0,head
hd_p2_cp83,1991.0659340666307,1.0,head
hd_p2_cp84,2292.934065933368,1.0,head
hd_p2_cp85,1991.0659340552772,1.0,head
hd_p2_cp86,2292.934065933368,1.0,head
hd_p2_cp87,1991.0659339928513,1.0,head
hd_p2_cp88,2292.934065933367,1.0,head
hd_p2_cp89,1991.065933624406,1.0,head
hd_p2_cp90,2292.9340659333634,1.0,head
hd_p2_cp91,1991.0659316618182,1.0,head
hd_p2_cp92,2292.9340659333484,1.0,head
hd_p2_cp93,1991.0659224672247,1.0,head
hd_p2_cp94,2292.9340659332956,1.0,head
hd_p2_cp95,1991.0658860354824,1.0,head
hd_p2_cp96,2292.934065933142,1.0,head
hd_p2_cp97,1991.065771745178,1.0,head
hd_p2_cp98,2292.9340659327863,1.0,head
hd_p2_cp99,1991.0655235410277,1.0,head
hd_p2_cp100,2292.934065932228,1.0,head
hd_p2_cp101,1991.0652816017086,1.0,head
hd_p2_cp102,2292.9340659318204,1.0,head
hd_p2_cp103,1991.065523541028,1.0,head
hd_p2_cp104,2292.9340659319705,1.0,head
hd_p2_cp105,1991.0657717451768,1.0,head
hd_p2_cp106,2292.9340659317454,1.0,head
hd_p2_cp107,1991.0658860354808,1.0,head
hd_p2_cp108,2292.9340659297236,1.0,head
hd_p2_cp109,1991.065922467223,1.0,head
hd_p2_cp110,2292.934065924186,1.0,head
hd_p2_cp111,1991.0659316618157,1.0,head
hd_p2_cp112,2292.9340659150002,1.0,head
hd_p2_cp113,1991.065933624404,1.0,head
hd_p2_cp114,2292.934065908648,1.0,head
hd_p2_cp115,1991.0659339928504,1.0,head
hd_p2_cp116,2292.9340659150207,1.0,head
hd_p2_cp117,1991.0659340552772,1.0,head
hd_p2_cp118,2292.934065924258,1.0,head
hd_p2_cp119,1991.0659340649981,1.0,head
hd_p2_cp120,2292.934065929948,1.0,head
hd_p2_cp121,1991.065934066409,1.0,head
hd_p2_cp122,2292.9340659323193,1.0,head
hd_p2_cp123,1991.0659340666016,1.0,head
hd_p2_cp124,2292.9340659330564,1.0,head
hd_p2_cp125,1991.0659340666275,1.0,head
hd_p2_cp126,2292.9340659329787,1.0,head
hd_p2_cp127,1991.0659340666302,1.0,head
hd_p2_cp128,2292.934065930865,1.0,head
hd_p2_cp129,1991.0659340666307,1.0,head
hd_p2_cp130,2292.934065916033,1.0,head
hd_p2_cp131,1991.0659340666305,1.0,head
hd_p2_cp132,2292.9340658253295,1.0,head
hd_p2_cp133,1991.06593406663,1.0,head
hd_p2_cp134,2292.934065349843,1.0,head
hd_p2_cp135,1991.0659340666289,1.0,head
hd_p2_cp136,2292.934063344142,1.0,head
hd_p2_cp137,1991.0659340666255,1.0,head
hd_p2_cp138,2292.9340573611535,1.0,head
hd_p2_cp139,1991.0659340666132,1.0,head
hd_p2_cp140,2292.9340488719495,1.0,head
hd_p2_cp141,1991.0659340665793,1.0,head
hd_p2_cp142,2292.9340573593895,1.0,head
hd_p2_cp143,1991.0659340664984,1.0,head
