parnme,partrans,parchglim,parval1,parlbnd,parubnd,pargp,scale,offset,dercom,c,inst,pname,pstyle,ptype,r,sp,usecol
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:1,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:1,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,1,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:2,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,2,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:3,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,3,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:4,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,4,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:5,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,5,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:6,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,6,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:7,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,7,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:8,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,8,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:22_c:11_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,11,0,p,m,gr,22,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:40_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,40,0,p,m,gr,9,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:17_c:43_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,43,0,p,m,gr,17,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:43_c:23_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,23,0,p,m,gr,43,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:33_c:31_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,31,0,p,m,gr,33,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:26_c:22_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,22,0,p,m,gr,26,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:37_c:37_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,37,0,p,m,gr,37,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:32_c:8_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,8,0,p,m,gr,32,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:9_c:28_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,28,0,p,m,gr,9,9,q
pname:p_inst:0_ptype:gr_usecol:q_pstyle:m_r:31_c:38_sp:9,log,factor,1.0,1e-06,500.0,p_inst:0,1.0,0.0,1,38,0,p,m,gr,31,9,q
