,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
15,26,22,1,"(26, 22, 1)",r:26_c:22_sp:1,p_inst:0,1.0,35.71824262285808515571261523291468620300292968750000000000000
16,37,37,1,"(37, 37, 1)",r:37_c:37_sp:1,p_inst:0,1.0,0.342062326409206418631470114632975310087203979492187500000000
17,32,8,1,"(32, 8, 1)",r:32_c:8_sp:1,p_inst:0,1.0,1.4467233459527960803825408220291137695312500000000000000e+02
18,9,28,1,"(9, 28, 1)",r:9_c:28_sp:1,p_inst:0,1.0,0.32173598930889829583534833545854780822992324829101562500000
19,31,38,1,"(31, 38, 1)",r:31_c:38_sp:1,p_inst:0,1.0,0.010187853092318755257594808938392816344276070594787597656250
20,22,11,2,"(22, 11, 2)",r:22_c:11_sp:2,p_inst:0,1.0,0.275332318396754704981077566117164678871631622314453125000000
21,9,40,2,"(9, 40, 2)",r:9_c:40_sp:2,p_inst:0,1.0,9.0882366699221819351939277709107045666314661502838134766e-04
22,17,43,2,"(17, 43, 2)",r:17_c:43_sp:2,p_inst:0,1.0,6.25895474593484368256574024158567226550076156854629516602e-05
23,43,23,2,"(43, 23, 2)",r:43_c:23_sp:2,p_inst:0,1.0,1.65168498503158304481497342663942617946304380893707275391e-03
24,33,31,2,"(33, 31, 2)",r:33_c:31_sp:2,p_inst:0,1.0,1.13625766897913706543477019295096397399902343750000000000e+02
25,26,22,2,"(26, 22, 2)",r:26_c:22_sp:2,p_inst:0,1.0,1.251962873828533773234994441736489534378051757812500000000000
26,37,37,2,"(37, 37, 2)",r:37_c:37_sp:2,p_inst:0,1.0,2.839486133756450314535868528764694929122924804687500000000000
27,32,8,2,"(32, 8, 2)",r:32_c:8_sp:2,p_inst:0,1.0,4.9999999999999994315658113919198513031005859375000000000e+02
28,9,28,2,"(9, 28, 2)",r:9_c:28_sp:2,p_inst:0,1.0,6.0579832023987247805862227378881357253703754395246505737e-05
29,31,38,2,"(31, 38, 2)",r:31_c:38_sp:2,p_inst:0,1.0,1.06758467346263085273778969952473971716244705021381378174e-04
30,22,11,3,"(22, 11, 3)",r:22_c:11_sp:3,p_inst:0,1.0,8.03208955650650978028148863074875407619401812553405761719e-04
31,9,40,3,"(9, 40, 3)",r:9_c:40_sp:3,p_inst:0,1.0,0.36831624748787117340498298290185630321502685546875000000000
32,17,43,3,"(17, 43, 3)",r:17_c:43_sp:3,p_inst:0,1.0,4.339616442221207570639762707287445664405822753906250000000000
33,43,23,3,"(43, 23, 3)",r:43_c:23_sp:3,p_inst:0,1.0,13.32461785865113590432429191423580050468444824218750000000000
34,33,31,3,"(33, 31, 3)",r:33_c:31_sp:3,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
35,26,22,3,"(26, 22, 3)",r:26_c:22_sp:3,p_inst:0,1.0,1.986015443838734517711941407469566911458969116210937500000000
36,37,37,3,"(37, 37, 3)",r:37_c:37_sp:3,p_inst:0,1.0,0.033705241360187480903487511341154458932578563690185546875000
37,32,8,3,"(32, 8, 3)",r:32_c:8_sp:3,p_inst:0,1.0,76.0341559238923281327515724115073680877685546875000000000000
38,9,28,3,"(9, 28, 3)",r:9_c:28_sp:3,p_inst:0,1.0,1.1374403047141178491746815737428732973057776689529418945e-03
39,31,38,3,"(31, 38, 3)",r:31_c:38_sp:3,p_inst:0,1.0,0.122449569792372370269362136241397820413112640380859375000000
40,22,11,4,"(22, 11, 4)",r:22_c:11_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
41,9,40,4,"(9, 40, 4)",r:9_c:40_sp:4,p_inst:0,1.0,1.33117590942962138456095999572426080703735351562500000000000
42,17,43,4,"(17, 43, 4)",r:17_c:43_sp:4,p_inst:0,1.0,52.16061196227519758394919335842132568359375000000000000000000
43,43,23,4,"(43, 23, 4)",r:43_c:23_sp:4,p_inst:0,1.0,0.024083193523768739452428633285308023914694786071777343750000
44,33,31,4,"(33, 31, 4)",r:33_c:31_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
45,26,22,4,"(26, 22, 4)",r:26_c:22_sp:4,p_inst:0,1.0,0.048581329774220943784612813942658249288797378540039062500000
46,37,37,4,"(37, 37, 4)",r:37_c:37_sp:4,p_inst:0,1.0,0.739358226097123760744977971626212820410728454589843750000000
47,32,8,4,"(32, 8, 4)",r:32_c:8_sp:4,p_inst:0,1.0,42.2201515300192937729661935009062290191650390625000000000000
48,9,28,4,"(9, 28, 4)",r:9_c:28_sp:4,p_inst:0,1.0,1.0365050607541097076047531544418234261684119701385498047e-03
49,31,38,4,"(31, 38, 4)",r:31_c:38_sp:4,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
50,22,11,5,"(22, 11, 5)",r:22_c:11_sp:5,p_inst:0,1.0,0.015841146244577782031814905394639936275780200958251953125000
51,9,40,5,"(9, 40, 5)",r:9_c:40_sp:5,p_inst:0,1.0,0.04989173113296806877370315191910776775330305099487304687500
52,17,43,5,"(17, 43, 5)",r:17_c:43_sp:5,p_inst:0,1.0,69.60845759596031712135300040245056152343750000000000000000000
53,43,23,5,"(43, 23, 5)",r:43_c:23_sp:5,p_inst:0,1.0,4.84402231050072747120527338893225532956421375274658203125e-03
54,33,31,5,"(33, 31, 5)",r:33_c:31_sp:5,p_inst:0,1.0,0.043703215309620867257134335659429780207574367523193359375000
55,26,22,5,"(26, 22, 5)",r:26_c:22_sp:5,p_inst:0,1.0,0.109761727257710453575789699698361800983548164367675781250000
56,37,37,5,"(37, 37, 5)",r:37_c:37_sp:5,p_inst:0,1.0,18.34878473037527157885051565244793891906738281250000000000000
57,32,8,5,"(32, 8, 5)",r:32_c:8_sp:5,p_inst:0,1.0,7.6447071351913266010202896438840980408713221549987792969e-03
58,9,28,5,"(9, 28, 5)",r:9_c:28_sp:5,p_inst:0,1.0,0.70661014078340567134972616258892230689525604248046875000000
59,31,38,5,"(31, 38, 5)",r:31_c:38_sp:5,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
60,22,11,6,"(22, 11, 6)",r:22_c:11_sp:6,p_inst:0,1.0,0.011651028200922395813843301937140495283529162406921386718750
61,9,40,6,"(9, 40, 6)",r:9_c:40_sp:6,p_inst:0,1.0,1.1600597786646125086917891167104244232177734375000000000e+02
62,17,43,6,"(17, 43, 6)",r:17_c:43_sp:6,p_inst:0,1.0,18.19378307467311017830979835707694292068481445312500000000000
63,43,23,6,"(43, 23, 6)",r:43_c:23_sp:6,p_inst:0,1.0,74.67845020868053040885570226237177848815917968750000000000000
64,33,31,6,"(33, 31, 6)",r:33_c:31_sp:6,p_inst:0,1.0,0.248858913557747973843703448437736369669437408447265625000000
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,1.152256102268488069384488881041761487722396850585937500000000
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,2.05009569936510278818897999586479130584848462603986263275e-06
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,43.3152952340127512798062525689601898193359375000000000000000
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,3.7477789537942283004667842760682106018066406250000000000e+02
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,1.335517329758701521313923876732587814331054687500000000000000
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,0.388082867664607200630655370332533493638038635253906250000000
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,7.73180456711044872264437799458391964435577392578125000000000
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,3.917864821238966399619130243081599473953247070312500000000000
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,2.61311925960950475200661458075046539306640625000000000000e+02
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,1.41904548972501386855382676799308683257550001144409179688e-03
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,0.182153183298440962678554910780803766101598739624023437500000
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,0.037510202789140599521910957037107436917722225189208984375000
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,0.14526350868180593067791050998494029045104980468750000000000
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,83.3349325712232058549489011056721210479736328125000000000000
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,1.67862737473344225236360216513276100158691406250000000000e+02
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,1.780698405965000397088715544668957591056823730468750000000000
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,3.48705300272789653348581850877963006496429443359375000000000
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,0.073212489554672605107654703715525101870298385620117187500000
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,17.85112480135121870716830017045140266418457031250000000000000
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,3.70486496406475119408385765495950181502848863601684570312e-04
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,5.90152227114635729438019140502547088544815778732299804688e-04
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,0.078966625917333790884988786729081766679883003234863281250000
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,1.5660727827647973747771104058301716577261686325073242188e-03
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,8.5085631477144676310109261407887970563024282455444335938e-03
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,0.390003882552342084899521523766452446579933166503906250000000
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,7.685445886445089413996356597635895013809204101562500000000000
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,0.04411188998756247758858961560690659098327159881591796875000
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,10.08709811808087941642497753491625189781188964843750000000000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,4.99999999999999943156581139191985130310058593750000000000e+02
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,0.578047346884922874643564227881142869591712951660156250000000
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,1.97156113794429892552284577789123432012274861335754394531e-03
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,0.173742234714916510274207439579186029732227325439453125000000
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,2.28364627405924869307796143402811139822006225585937500000000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,2.1452438659170336258952271890620977501384913921356201172e-03
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,0.291341598061039763756241427472559735178947448730468750000000
