r,c,sp,qref,a
84,42,4,1330.8627662425372,1.0
76,61,4,1330.8627662425372,1.0
72,45,4,1330.8627662425372,1.0
37,35,4,1330.8627662425372,1.0
34,60,4,1330.8627662425372,1.0
66,39,4,1330.8627662425372,1.0
58,52,4,1330.8627662425372,1.0
54,31,4,1330.8627662425372,1.0
34,54,4,1330.8627662425372,1.0
55,37,4,1330.8627662425372,1.0
77,52,4,1330.8627662425372,1.0
35,37,4,1330.8627662425372,1.0
71,31,4,1330.8627662425372,1.0
73,59,4,1330.8627662425372,1.0
54,41,4,1330.8627662425372,1.0
68,55,4,1330.8627662425372,1.0
59,40,4,1330.8627662425372,1.0
72,58,5,1330.8627662425372,1.0
70,32,5,1330.8627662425372,1.0
41,36,5,1330.8627662425372,1.0
84,42,5,1330.8627662425372,1.0
76,61,5,1330.8627662425372,1.0
72,45,5,1330.8627662425372,1.0
37,35,5,1330.8627662425372,1.0
34,60,5,1330.8627662425372,1.0
66,39,5,1330.8627662425372,1.0
58,52,5,1330.8627662425372,1.0
54,31,5,1330.8627662425372,1.0
34,54,5,1330.8627662425372,1.0
55,37,5,1330.8627662425372,1.0
77,52,5,1330.8627662425372,1.0
35,37,5,1330.8627662425372,1.0
71,31,5,1330.8627662425372,1.0
73,59,5,1330.8627662425372,1.0
54,41,5,1330.8627662425372,1.0
68,55,5,1330.8627662425372,1.0
59,40,5,1330.8627662425372,1.0
72,58,6,1330.8627662425372,1.0
70,32,6,1330.8627662425372,1.0
41,36,6,1330.8627662425372,1.0
84,42,6,1330.8627662425372,1.0
76,61,6,1330.8627662425372,1.0
72,45,6,1330.8627662425372,1.0
37,35,6,1330.8627662425372,1.0
34,60,6,1330.8627662425372,1.0
66,39,6,1330.8627662425372,1.0
58,52,6,1330.8627662425372,1.0
54,31,6,1330.8627662425372,1.0
34,54,6,1330.8627662425372,1.0
55,37,6,1330.8627662425372,1.0
77,52,6,1330.8627662425372,1.0
35,37,6,1330.8627662425372,1.0
71,31,6,1330.8627662425372,1.0
73,59,6,1330.8627662425372,1.0
54,41,6,1330.8627662425372,1.0
68,55,6,1330.8627662425372,1.0
59,40,6,1330.8627662425372,1.0
72,58,7,1330.8627662425372,1.0
70,32,7,1330.8627662425372,1.0
41,36,7,1330.8627662425372,1.0
84,42,7,1330.8627662425372,1.0
76,61,7,1330.8627662425372,1.0
72,45,7,1330.8627662425372,1.0
37,35,7,1330.8627662425372,1.0
34,60,7,1330.8627662425372,1.0
66,39,7,1330.8627662425372,1.0
58,52,7,1330.8627662425372,1.0
54,31,7,1330.8627662425372,1.0
34,54,7,1330.8627662425372,1.0
55,37,7,1330.8627662425372,1.0
77,52,7,1330.8627662425372,1.0
35,37,7,1330.8627662425372,1.0
71,31,7,1330.8627662425372,1.0
73,59,7,1330.8627662425372,1.0
54,41,7,1330.8627662425372,1.0
68,55,7,1330.8627662425372,1.0
59,40,7,1330.8627662425372,1.0
72,58,8,1330.8627662425372,1.0
70,32,8,1330.8627662425372,1.0
41,36,8,1330.8627662425372,1.0
84,42,8,1330.8627662425372,1.0
76,61,8,1330.8627662425372,1.0
72,45,8,1330.8627662425372,1.0
37,35,8,1330.8627662425372,1.0
34,60,8,1330.8627662425372,1.0
66,39,8,1330.8627662425372,1.0
58,52,8,1330.8627662425372,1.0
54,31,8,1330.8627662425372,1.0
34,54,8,1330.8627662425372,1.0
55,37,8,1330.8627662425372,1.0
77,52,8,1330.8627662425372,1.0
35,37,8,1330.8627662425372,1.0
71,31,8,1330.8627662425372,1.0
73,59,8,1330.8627662425372,1.0
54,41,8,1330.8627662425372,1.0
68,55,8,1330.8627662425372,1.0
59,40,8,1330.8627662425372,1.0
72,58,9,1330.8627662425372,1.0
70,32,9,1330.8627662425372,1.0
41,36,9,1330.8627662425372,1.0
84,42,9,1330.8627662425372,1.0
76,61,9,1330.8627662425372,1.0
72,45,9,1330.8627662425372,1.0
37,35,9,1330.8627662425372,1.0
34,60,9,1330.8627662425372,1.0
66,39,9,1330.8627662425372,1.0
58,52,9,1330.8627662425372,1.0
54,31,9,1330.8627662425372,1.0
34,54,9,1330.8627662425372,1.0
55,37,9,1330.8627662425372,1.0
77,52,9,1330.8627662425372,1.0
35,37,9,1330.8627662425372,1.0
71,31,9,1330.8627662425372,1.0
73,59,9,1330.8627662425372,1.0
54,41,9,1330.8627662425372,1.0
68,55,9,1330.8627662425372,1.0
59,40,9,1330.8627662425372,1.0
72,58,10,1330.8627662425372,1.0
70,32,10,1330.8627662425372,1.0
41,36,10,1330.8627662425372,1.0
84,42,10,1330.8627662425372,1.0
76,61,10,1330.8627662425372,1.0
72,45,10,1330.8627662425372,1.0
37,35,10,1330.8627662425372,1.0
34,60,10,1330.8627662425372,1.0
66,39,10,1330.8627662425372,1.0
58,52,10,1330.8627662425372,1.0
54,31,10,1330.8627662425372,1.0
34,54,10,1330.8627662425372,1.0
55,37,10,1330.8627662425372,1.0
77,52,10,1330.8627662425372,1.0
35,37,10,1330.8627662425372,1.0
71,31,10,1330.8627662425372,1.0
73,59,10,1330.8627662425372,1.0
54,41,10,1330.8627662425372,1.0
68,55,10,1330.8627662425372,1.0
59,40,10,1330.8627662425372,1.0
72,58,11,1330.8627662425372,1.0
70,32,11,1330.8627662425372,1.0
41,36,11,1330.8627662425372,1.0
84,42,11,1330.8627662425372,1.0
76,61,11,1330.8627662425372,1.0
72,45,11,1330.8627662425372,1.0
37,35,11,1330.8627662425372,1.0
34,60,11,1330.8627662425372,1.0
66,39,11,1330.8627662425372,1.0
58,52,11,1330.8627662425372,1.0
54,31,11,1330.8627662425372,1.0
34,54,11,1330.8627662425372,1.0
55,37,11,1330.8627662425372,1.0
77,52,11,1330.8627662425372,1.0
35,37,11,1330.8627662425372,1.0
71,31,11,1330.8627662425372,1.0
73,59,11,1330.8627662425372,1.0
54,41,11,1330.8627662425372,1.0
68,55,11,1330.8627662425372,1.0
59,40,11,1330.8627662425372,1.0
72,58,12,1330.8627662425372,1.0
70,32,12,1330.8627662425372,1.0
41,36,12,1330.8627662425372,1.0
84,42,12,1330.8627662425372,1.0
76,61,12,1330.8627662425372,1.0
72,45,12,1330.8627662425372,1.0
37,35,12,1330.8627662425372,1.0
34,60,12,1330.8627662425372,1.0
66,39,12,1330.8627662425372,1.0
58,52,12,1330.8627662425372,1.0
54,31,12,1330.8627662425372,1.0
34,54,12,1330.8627662425372,1.0
55,37,12,1330.8627662425372,1.0
77,52,12,1330.8627662425372,1.0
35,37,12,1330.8627662425372,1.0
71,31,12,1330.8627662425372,1.0
73,59,12,1330.8627662425372,1.0
54,41,12,1330.8627662425372,1.0
68,55,12,1330.8627662425372,1.0
59,40,12,1330.8627662425372,1.0
72,58,13,1330.8627662425372,1.0
70,32,13,1330.8627662425372,1.0
41,36,13,1330.8627662425372,1.0
84,42,13,1330.8627662425372,1.0
76,61,13,1330.8627662425372,1.0
72,45,13,1330.8627662425372,1.0
37,35,13,1330.8627662425372,1.0
34,60,13,1330.8627662425372,1.0
66,39,13,1330.8627662425372,1.0
58,52,13,1330.8627662425372,1.0
54,31,13,1330.8627662425372,1.0
34,54,13,1330.8627662425372,1.0
55,37,13,1330.8627662425372,1.0
77,52,13,1330.8627662425372,1.0
35,37,13,1330.8627662425372,1.0
71,31,13,1330.8627662425372,1.0
73,59,13,1330.8627662425372,1.0
54,41,13,1330.8627662425372,1.0
68,55,13,1330.8627662425372,1.0
59,40,13,1330.8627662425372,1.0
72,58,14,1330.8627662425372,1.0
70,32,14,1330.8627662425372,1.0
41,36,14,1330.8627662425372,1.0
84,42,14,1330.8627662425372,1.0
76,61,14,1330.8627662425372,1.0
72,45,14,1330.8627662425372,1.0
37,35,14,1330.8627662425372,1.0
34,60,14,1330.8627662425372,1.0
66,39,14,1330.8627662425372,1.0
58,52,14,1330.8627662425372,1.0
54,31,14,1330.8627662425372,1.0
34,54,14,1330.8627662425372,1.0
55,37,14,1330.8627662425372,1.0
77,52,14,1330.8627662425372,1.0
35,37,14,1330.8627662425372,1.0
71,31,14,1330.8627662425372,1.0
73,59,14,1330.8627662425372,1.0
54,41,14,1330.8627662425372,1.0
68,55,14,1330.8627662425372,1.0
59,40,14,1330.8627662425372,1.0
72,58,15,1330.8627662425372,1.0
70,32,15,1330.8627662425372,1.0
41,36,15,1330.8627662425372,1.0
84,42,15,1330.8627662425372,1.0
76,61,15,1330.8627662425372,1.0
72,45,15,1330.8627662425372,1.0
37,35,15,1330.8627662425372,1.0
34,60,15,1330.8627662425372,1.0
66,39,15,1330.8627662425372,1.0
58,52,15,1330.8627662425372,1.0
54,31,15,1330.8627662425372,1.0
34,54,15,1330.8627662425372,1.0
55,37,15,1330.8627662425372,1.0
77,52,15,1330.8627662425372,1.0
35,37,15,1330.8627662425372,1.0
71,31,15,1330.8627662425372,1.0
73,59,15,1330.8627662425372,1.0
54,41,15,1330.8627662425372,1.0
68,55,15,1330.8627662425372,1.0
59,40,15,1330.8627662425372,1.0
72,58,16,1330.8627662425372,1.0
70,32,16,1330.8627662425372,1.0
41,36,16,1330.8627662425372,1.0
84,42,16,1330.8627662425372,1.0
76,61,16,1330.8627662425372,1.0
72,45,16,1330.8627662425372,1.0
37,35,16,1330.8627662425372,1.0
34,60,16,1330.8627662425372,1.0
66,39,16,1330.8627662425372,1.0
58,52,16,1330.8627662425372,1.0
54,31,16,1330.8627662425372,1.0
34,54,16,1330.8627662425372,1.0
55,37,16,1330.8627662425372,1.0
77,52,16,1330.8627662425372,1.0
35,37,16,1330.8627662425372,1.0
71,31,16,1330.8627662425372,1.0
73,59,16,1330.8627662425372,1.0
54,41,16,1330.8627662425372,1.0
68,55,16,1330.8627662425372,1.0
59,40,16,1330.8627662425372,1.0
72,58,17,1330.8627662425372,1.0
70,32,17,1330.8627662425372,1.0
41,36,17,1330.8627662425372,1.0
84,42,17,1330.8627662425372,1.0
76,61,17,1330.8627662425372,1.0
72,45,17,1330.8627662425372,1.0
37,35,17,1330.8627662425372,1.0
34,60,17,1330.8627662425372,1.0
66,39,17,1330.8627662425372,1.0
58,52,17,1330.8627662425372,1.0
54,31,17,1330.8627662425372,1.0
34,54,17,1330.8627662425372,1.0
55,37,17,1330.8627662425372,1.0
77,52,17,1330.8627662425372,1.0
35,37,17,1330.8627662425372,1.0
71,31,17,1330.8627662425372,1.0
73,59,17,1330.8627662425372,1.0
54,41,17,1330.8627662425372,1.0
68,55,17,1330.8627662425372,1.0
59,40,17,1330.8627662425372,1.0
72,58,18,1330.8627662425372,1.0
70,32,18,1330.8627662425372,1.0
41,36,18,1330.8627662425372,1.0
84,42,18,1330.8627662425372,1.0
76,61,18,1330.8627662425372,1.0
72,45,18,1330.8627662425372,1.0
37,35,18,1330.8627662425372,1.0
34,60,18,1330.8627662425372,1.0
66,39,18,1330.8627662425372,1.0
58,52,18,1330.8627662425372,1.0
54,31,18,1330.8627662425372,1.0
34,54,18,1330.8627662425372,1.0
55,37,18,1330.8627662425372,1.0
77,52,18,1330.8627662425372,1.0
35,37,18,1330.8627662425372,1.0
71,31,18,1330.8627662425372,1.0
73,59,18,1330.8627662425372,1.0
54,41,18,1330.8627662425372,1.0
68,55,18,1330.8627662425372,1.0
59,40,18,1330.8627662425372,1.0
72,58,19,1330.8627662425372,1.0
70,32,19,1330.8627662425372,1.0
41,36,19,1330.8627662425372,1.0
84,42,19,1330.8627662425372,1.0
76,61,19,1330.8627662425372,1.0
72,45,19,1330.8627662425372,1.0
37,35,19,1330.8627662425372,1.0
34,60,19,1330.8627662425372,1.0
66,39,19,1330.8627662425372,1.0
58,52,19,1330.8627662425372,1.0
54,31,19,1330.8627662425372,1.0
34,54,19,1330.8627662425372,1.0
55,37,19,1330.8627662425372,1.0
77,52,19,1330.8627662425372,1.0
35,37,19,1330.8627662425372,1.0
71,31,19,1330.8627662425372,1.0
73,59,19,1330.8627662425372,1.0
54,41,19,1330.8627662425372,1.0
68,55,19,1330.8627662425372,1.0
59,40,19,1330.8627662425372,1.0
72,58,20,1330.8627662425372,1.0
70,32,20,1330.8627662425372,1.0
41,36,20,1330.8627662425372,1.0
84,42,20,1330.8627662425372,1.0
76,61,20,1330.8627662425372,1.0
72,45,20,1330.8627662425372,1.0
37,35,20,1330.8627662425372,1.0
34,60,20,1330.8627662425372,1.0
66,39,20,1330.8627662425372,1.0
58,52,20,1330.8627662425372,1.0
54,31,20,1330.8627662425372,1.0
34,54,20,1330.8627662425372,1.0
55,37,20,1330.8627662425372,1.0
77,52,20,1330.8627662425372,1.0
35,37,20,1330.8627662425372,1.0
71,31,20,1330.8627662425372,1.0
73,59,20,1330.8627662425372,1.0
54,41,20,1330.8627662425372,1.0
68,55,20,1330.8627662425372,1.0
59,40,20,1330.8627662425372,1.0
72,58,21,1330.8627662425372,1.0
70,32,21,1330.8627662425372,1.0
41,36,21,1330.8627662425372,1.0
84,42,21,1330.8627662425372,1.0
76,61,21,1330.8627662425372,1.0
72,45,21,1330.8627662425372,1.0
37,35,21,1330.8627662425372,1.0
34,60,21,1330.8627662425372,1.0
66,39,21,1330.8627662425372,1.0
58,52,21,1330.8627662425372,1.0
54,31,21,1330.8627662425372,1.0
34,54,21,1330.8627662425372,1.0
55,37,21,1330.8627662425372,1.0
77,52,21,1330.8627662425372,1.0
35,37,21,1330.8627662425372,1.0
71,31,21,1330.8627662425372,1.0
73,59,21,1330.8627662425372,1.0
54,41,21,1330.8627662425372,1.0
68,55,21,1330.8627662425372,1.0
59,40,21,1330.8627662425372,1.0
72,58,22,1330.8627662425372,1.0
70,32,22,1330.8627662425372,1.0
41,36,22,1330.8627662425372,1.0
84,42,22,1330.8627662425372,1.0
76,61,22,1330.8627662425372,1.0
72,45,22,1330.8627662425372,1.0
37,35,22,1330.8627662425372,1.0
34,60,22,1330.8627662425372,1.0
66,39,22,1330.8627662425372,1.0
58,52,22,1330.8627662425372,1.0
54,31,22,1330.8627662425372,1.0
34,54,22,1330.8627662425372,1.0
55,37,22,1330.8627662425372,1.0
77,52,22,1330.8627662425372,1.0
35,37,22,1330.8627662425372,1.0
71,31,22,1330.8627662425372,1.0
73,59,22,1330.8627662425372,1.0
54,41,22,1330.8627662425372,1.0
68,55,22,1330.8627662425372,1.0
59,40,22,1330.8627662425372,1.0
72,58,23,1330.8627662425372,1.0
70,32,23,1330.8627662425372,1.0
41,36,23,1330.8627662425372,1.0
84,42,23,1330.8627662425372,1.0
76,61,23,1330.8627662425372,1.0
72,45,23,1330.8627662425372,1.0
37,35,23,1330.8627662425372,1.0
34,60,23,1330.8627662425372,1.0
66,39,23,1330.8627662425372,1.0
58,52,23,1330.8627662425372,1.0
54,31,23,1330.8627662425372,1.0
34,54,23,1330.8627662425372,1.0
55,37,23,1330.8627662425372,1.0
77,52,23,1330.8627662425372,1.0
35,37,23,1330.8627662425372,1.0
71,31,23,1330.8627662425372,1.0
73,59,23,1330.8627662425372,1.0
54,41,23,1330.8627662425372,1.0
68,55,23,1330.8627662425372,1.0
59,40,23,1330.8627662425372,1.0
72,58,24,1330.8627662425372,1.0
70,32,24,1330.8627662425372,1.0
41,36,24,1330.8627662425372,1.0
84,42,24,1330.8627662425372,1.0
76,61,24,1330.8627662425372,1.0
72,45,24,1330.8627662425372,1.0
37,35,24,1330.8627662425372,1.0
34,60,24,1330.8627662425372,1.0
66,39,24,1330.8627662425372,1.0
58,52,24,1330.8627662425372,1.0
54,31,24,1330.8627662425372,1.0
34,54,24,1330.8627662425372,1.0
55,37,24,1330.8627662425372,1.0
77,52,24,1330.8627662425372,1.0
35,37,24,1330.8627662425372,1.0
71,31,24,1330.8627662425372,1.0
73,59,24,1330.8627662425372,1.0
54,41,24,1330.8627662425372,1.0
68,55,24,1330.8627662425372,1.0
59,40,24,1330.8627662425372,1.0
72,58,25,1330.8627662425372,1.0
70,32,25,1330.8627662425372,1.0
41,36,25,1330.8627662425372,1.0
84,42,25,1330.8627662425372,1.0
76,61,25,1330.8627662425372,1.0
72,45,25,1330.8627662425372,1.0
37,35,25,1330.8627662425372,1.0
34,60,25,1330.8627662425372,1.0
66,39,25,1330.8627662425372,1.0
58,52,25,1330.8627662425372,1.0
54,31,25,1330.8627662425372,1.0
34,54,25,1330.8627662425372,1.0
55,37,25,1330.8627662425372,1.0
77,52,25,1330.8627662425372,1.0
35,37,25,1330.8627662425372,1.0
71,31,25,1330.8627662425372,1.0
73,59,25,1330.8627662425372,1.0
54,41,25,1330.8627662425372,1.0
68,55,25,1330.8627662425372,1.0
59,40,25,1330.8627662425372,1.0
72,58,26,1330.8627662425372,1.0
70,32,26,1330.8627662425372,1.0
41,36,26,1330.8627662425372,1.0
84,42,26,1330.8627662425372,1.0
76,61,26,1330.8627662425372,1.0
72,45,26,1330.8627662425372,1.0
37,35,26,1330.8627662425372,1.0
34,60,26,1330.8627662425372,1.0
66,39,26,1330.8627662425372,1.0
58,52,26,1330.8627662425372,1.0
54,31,26,1330.8627662425372,1.0
34,54,26,1330.8627662425372,1.0
55,37,26,1330.8627662425372,1.0
77,52,26,1330.8627662425372,1.0
35,37,26,1330.8627662425372,1.0
71,31,26,1330.8627662425372,1.0
73,59,26,1330.8627662425372,1.0
54,41,26,1330.8627662425372,1.0
68,55,26,1330.8627662425372,1.0
59,40,26,1330.8627662425372,1.0
72,58,27,1330.8627662425372,1.0
70,32,27,1330.8627662425372,1.0
41,36,27,1330.8627662425372,1.0
84,42,27,1330.8627662425372,1.0
76,61,27,1330.8627662425372,1.0
72,45,27,1330.8627662425372,1.0
37,35,27,1330.8627662425372,1.0
34,60,27,1330.8627662425372,1.0
66,39,27,1330.8627662425372,1.0
58,52,27,1330.8627662425372,1.0
54,31,27,1330.8627662425372,1.0
34,54,27,1330.8627662425372,1.0
55,37,27,1330.8627662425372,1.0
77,52,27,1330.8627662425372,1.0
35,37,27,1330.8627662425372,1.0
71,31,27,1330.8627662425372,1.0
73,59,27,1330.8627662425372,1.0
54,41,27,1330.8627662425372,1.0
68,55,27,1330.8627662425372,1.0
59,40,27,1330.8627662425372,1.0
72,58,28,1330.8627662425372,1.0
70,32,28,1330.8627662425372,1.0
41,36,28,1330.8627662425372,1.0
84,42,28,1330.8627662425372,1.0
76,61,28,1330.8627662425372,1.0
72,45,28,1330.8627662425372,1.0
37,35,28,1330.8627662425372,1.0
34,60,28,1330.8627662425372,1.0
66,39,28,1330.8627662425372,1.0
58,52,28,1330.8627662425372,1.0
54,31,28,1330.8627662425372,1.0
34,54,28,1330.8627662425372,1.0
55,37,28,1330.8627662425372,1.0
77,52,28,1330.8627662425372,1.0
35,37,28,1330.8627662425372,1.0
71,31,28,1330.8627662425372,1.0
73,59,28,1330.8627662425372,1.0
54,41,28,1330.8627662425372,1.0
68,55,28,1330.8627662425372,1.0
59,40,28,1330.8627662425372,1.0
72,58,29,1330.8627662425372,1.0
70,32,29,1330.8627662425372,1.0
41,36,29,1330.8627662425372,1.0
84,42,29,1330.8627662425372,1.0
76,61,29,1330.8627662425372,1.0
72,45,29,1330.8627662425372,1.0
37,35,29,1330.8627662425372,1.0
34,60,29,1330.8627662425372,1.0
66,39,29,1330.8627662425372,1.0
58,52,29,1330.8627662425372,1.0
54,31,29,1330.8627662425372,1.0
34,54,29,1330.8627662425372,1.0
55,37,29,1330.8627662425372,1.0
77,52,29,1330.8627662425372,1.0
35,37,29,1330.8627662425372,1.0
71,31,29,1330.8627662425372,1.0
73,59,29,1330.8627662425372,1.0
54,41,29,1330.8627662425372,1.0
68,55,29,1330.8627662425372,1.0
59,40,29,1330.8627662425372,1.0
72,58,30,1330.8627662425372,1.0
70,32,30,1330.8627662425372,1.0
41,36,30,1330.8627662425372,1.0
84,42,30,1330.8627662425372,1.0
76,61,30,1330.8627662425372,1.0
72,45,30,1330.8627662425372,1.0
37,35,30,1330.8627662425372,1.0
34,60,30,1330.8627662425372,1.0
66,39,30,1330.8627662425372,1.0
58,52,30,1330.8627662425372,1.0
54,31,30,1330.8627662425372,1.0
34,54,30,1330.8627662425372,1.0
55,37,30,1330.8627662425372,1.0
77,52,30,1330.8627662425372,1.0
35,37,30,1330.8627662425372,1.0
71,31,30,1330.8627662425372,1.0
73,59,30,1330.8627662425372,1.0
54,41,30,1330.8627662425372,1.0
68,55,30,1330.8627662425372,1.0
59,40,30,1330.8627662425372,1.0
72,58,31,1330.8627662425372,1.0
70,32,31,1330.8627662425372,1.0
41,36,31,1330.8627662425372,1.0
84,42,31,1330.8627662425372,1.0
76,61,31,1330.8627662425372,1.0
72,45,31,1330.8627662425372,1.0
37,35,31,1330.8627662425372,1.0
34,60,31,1330.8627662425372,1.0
66,39,31,1330.8627662425372,1.0
58,52,31,1330.8627662425372,1.0
54,31,31,1330.8627662425372,1.0
34,54,31,1330.8627662425372,1.0
55,37,31,1330.8627662425372,1.0
77,52,31,1330.8627662425372,1.0
35,37,31,1330.8627662425372,1.0
71,31,31,1330.8627662425372,1.0
73,59,31,1330.8627662425372,1.0
54,41,31,1330.8627662425372,1.0
68,55,31,1330.8627662425372,1.0
59,40,31,1330.8627662425372,1.0
72,58,32,1330.8627662425372,1.0
70,32,32,1330.8627662425372,1.0
41,36,32,1330.8627662425372,1.0
84,42,32,1330.8627662425372,1.0
76,61,32,1330.8627662425372,1.0
72,45,32,1330.8627662425372,1.0
37,35,32,1330.8627662425372,1.0
34,60,32,1330.8627662425372,1.0
66,39,32,1330.8627662425372,1.0
58,52,32,1330.8627662425372,1.0
54,31,32,1330.8627662425372,1.0
34,54,32,1330.8627662425372,1.0
55,37,32,1330.8627662425372,1.0
77,52,32,1330.8627662425372,1.0
35,37,32,1330.8627662425372,1.0
71,31,32,1330.8627662425372,1.0
73,59,32,1330.8627662425372,1.0
54,41,32,1330.8627662425372,1.0
68,55,32,1330.8627662425372,1.0
59,40,32,1330.8627662425372,1.0
72,58,33,1330.8627662425372,1.0
70,32,33,1330.8627662425372,1.0
41,36,33,1330.8627662425372,1.0
84,42,33,1330.8627662425372,1.0
76,61,33,1330.8627662425372,1.0
72,45,33,1330.8627662425372,1.0
37,35,33,1330.8627662425372,1.0
34,60,33,1330.8627662425372,1.0
66,39,33,1330.8627662425372,1.0
58,52,33,1330.8627662425372,1.0
54,31,33,1330.8627662425372,1.0
34,54,33,1330.8627662425372,1.0
55,37,33,1330.8627662425372,1.0
77,52,33,1330.8627662425372,1.0
35,37,33,1330.8627662425372,1.0
71,31,33,1330.8627662425372,1.0
73,59,33,1330.8627662425372,1.0
54,41,33,1330.8627662425372,1.0
68,55,33,1330.8627662425372,1.0
59,40,33,1330.8627662425372,1.0
72,58,34,1330.8627662425372,1.0
70,32,34,1330.8627662425372,1.0
41,36,34,1330.8627662425372,1.0
84,42,34,1330.8627662425372,1.0
76,61,34,1330.8627662425372,1.0
72,45,34,1330.8627662425372,1.0
37,35,34,1330.8627662425372,1.0
34,60,34,1330.8627662425372,1.0
66,39,34,1330.8627662425372,1.0
58,52,34,1330.8627662425372,1.0
54,31,34,1330.8627662425372,1.0
34,54,34,1330.8627662425372,1.0
55,37,34,1330.8627662425372,1.0
77,52,34,1330.8627662425372,1.0
35,37,34,1330.8627662425372,1.0
71,31,34,1330.8627662425372,1.0
73,59,34,1330.8627662425372,1.0
54,41,34,1330.8627662425372,1.0
68,55,34,1330.8627662425372,1.0
59,40,34,1330.8627662425372,1.0
72,58,35,1330.8627662425372,1.0
70,32,35,1330.8627662425372,1.0
41,36,35,1330.8627662425372,1.0
84,42,35,1330.8627662425372,1.0
76,61,35,1330.8627662425372,1.0
72,45,35,1330.8627662425372,1.0
37,35,35,1330.8627662425372,1.0
34,60,35,1330.8627662425372,1.0
66,39,35,1330.8627662425372,1.0
58,52,35,1330.8627662425372,1.0
54,31,35,1330.8627662425372,1.0
34,54,35,1330.8627662425372,1.0
55,37,35,1330.8627662425372,1.0
77,52,35,1330.8627662425372,1.0
35,37,35,1330.8627662425372,1.0
71,31,35,1330.8627662425372,1.0
73,59,35,1330.8627662425372,1.0
54,41,35,1330.8627662425372,1.0
68,55,35,1330.8627662425372,1.0
59,40,35,1330.8627662425372,1.0
72,58,36,1330.8627662425372,1.0
70,32,36,1330.8627662425372,1.0
41,36,36,1330.8627662425372,1.0
84,42,36,1330.8627662425372,1.0
76,61,36,1330.8627662425372,1.0
72,45,36,1330.8627662425372,1.0
37,35,36,1330.8627662425372,1.0
34,60,36,1330.8627662425372,1.0
66,39,36,1330.8627662425372,1.0
58,52,36,1330.8627662425372,1.0
54,31,36,1330.8627662425372,1.0
34,54,36,1330.8627662425372,1.0
55,37,36,1330.8627662425372,1.0
77,52,36,1330.8627662425372,1.0
35,37,36,1330.8627662425372,1.0
