,r,c,sp,sidx,idx_strs,pargpq,parval1_q,q
65,26,22,6,"(26, 22, 6)",r:26_c:22_sp:6,p_inst:0,1.0,0.019866623876792374736588442374340957030653953552246093750000
66,37,37,6,"(37, 37, 6)",r:37_c:37_sp:6,p_inst:0,1.0,45.75434640865822188970923889428377151489257812500000000000000
67,32,8,6,"(32, 8, 6)",r:32_c:8_sp:6,p_inst:0,1.0,1.81369864163251182098690605926094576716423034667968750000000
68,9,28,6,"(9, 28, 6)",r:9_c:28_sp:6,p_inst:0,1.0,0.60636715072781111057764746874454431235790252685546875000000
69,31,38,6,"(31, 38, 6)",r:31_c:38_sp:6,p_inst:0,1.0,91.42098894126249319924681913107633590698242187500000000000000
70,22,11,7,"(22, 11, 7)",r:22_c:11_sp:7,p_inst:0,1.0,7.460943181846167782111933775013312697410583496093750000000000
71,9,40,7,"(9, 40, 7)",r:9_c:40_sp:7,p_inst:0,1.0,0.63503044653068729807898762373952195048332214355468750000000
72,17,43,7,"(17, 43, 7)",r:17_c:43_sp:7,p_inst:0,1.0,4.717272645916226636586543463636189699172973632812500000000000
73,43,23,7,"(43, 23, 7)",r:43_c:23_sp:7,p_inst:0,1.0,0.066088168570867647511057896281272405758500099182128906250000
74,33,31,7,"(33, 31, 7)",r:33_c:31_sp:7,p_inst:0,1.0,0.042536858805605461120169508149047032929956912994384765625000
75,26,22,7,"(26, 22, 7)",r:26_c:22_sp:7,p_inst:0,1.0,3.651526668712246515013930547866038978099822998046875000000000
76,37,37,7,"(37, 37, 7)",r:37_c:37_sp:7,p_inst:0,1.0,3.256551073487254033267390695982612669467926025390625000000000
77,32,8,7,"(32, 8, 7)",r:32_c:8_sp:7,p_inst:0,1.0,0.12566425241509929233707509865780593827366828918457031250000
78,9,28,7,"(9, 28, 7)",r:9_c:28_sp:7,p_inst:0,1.0,0.11385185595312652395705299568362534046173095703125000000000
79,31,38,7,"(31, 38, 7)",r:31_c:38_sp:7,p_inst:0,1.0,1.864010624038385355305535995285026729106903076171875000000000
80,22,11,8,"(22, 11, 8)",r:22_c:11_sp:8,p_inst:0,1.0,0.031181802570548058234356503248818626161664724349975585937500
81,9,40,8,"(9, 40, 8)",r:9_c:40_sp:8,p_inst:0,1.0,0.14190648551033191449022297092597000300884246826171875000000
82,17,43,8,"(17, 43, 8)",r:17_c:43_sp:8,p_inst:0,1.0,0.240553292312914751560626314130786340683698654174804687500000
83,43,23,8,"(43, 23, 8)",r:43_c:23_sp:8,p_inst:0,1.0,2.534274488192226115756966464687138795852661132812500000000000
84,33,31,8,"(33, 31, 8)",r:33_c:31_sp:8,p_inst:0,1.0,23.20484819367482032248517498373985290527343750000000000000000
85,26,22,8,"(26, 22, 8)",r:26_c:22_sp:8,p_inst:0,1.0,0.738383804591298154029743727733148261904716491699218750000000
86,37,37,8,"(37, 37, 8)",r:37_c:37_sp:8,p_inst:0,1.0,0.092166138155742663440328499291354091838002204895019531250000
87,32,8,8,"(32, 8, 8)",r:32_c:8_sp:8,p_inst:0,1.0,3.29487639011756794360508138197474181652069091796875000000000
88,9,28,8,"(9, 28, 8)",r:9_c:28_sp:8,p_inst:0,1.0,1.84852823882646855047084955003811046481132507324218750000000
89,31,38,8,"(31, 38, 8)",r:31_c:38_sp:8,p_inst:0,1.0,0.017032671430088335701169555136402777861803770065307617187500
90,22,11,9,"(22, 11, 9)",r:22_c:11_sp:9,p_inst:0,1.0,0.782795098498442643020212017290759831666946411132812500000000
91,9,40,9,"(9, 40, 9)",r:9_c:40_sp:9,p_inst:0,1.0,16.7564296405364707709395588608458638191223144531250000000000
92,17,43,9,"(17, 43, 9)",r:17_c:43_sp:9,p_inst:0,1.0,0.162424149218196534061320335240452550351619720458984375000000
93,43,23,9,"(43, 23, 9)",r:43_c:23_sp:9,p_inst:0,1.0,9.14307030675027242183627862459616153500974178314208984375e-03
94,33,31,9,"(33, 31, 9)",r:33_c:31_sp:9,p_inst:0,1.0,1.202989505487366717062513998826034367084503173828125000000000
95,26,22,9,"(26, 22, 9)",r:26_c:22_sp:9,p_inst:0,1.0,6.563445317633555653458188317017629742622375488281250000000000
96,37,37,9,"(37, 37, 9)",r:37_c:37_sp:9,p_inst:0,1.0,1.935986168351974345824828560580499470233917236328125000000000
97,32,8,9,"(32, 8, 9)",r:32_c:8_sp:9,p_inst:0,1.0,1.08800600831642446664204726403113454580307006835937500000000
98,9,28,9,"(9, 28, 9)",r:9_c:28_sp:9,p_inst:0,1.0,0.14698492019493339388880315254937158897519111633300781250000
99,31,38,9,"(31, 38, 9)",r:31_c:38_sp:9,p_inst:0,1.0,5.346066692280599497166804212611168622970581054687500000000000
